numberArgument,numberAdvocate,nameAdvocate,homeAdvocate,selfAdvocate,argsAdvocate,dateArgument,caseInfo,citeInfo,corrections
720,399,"Christina M. Tchen","",false,1,"Dec. 2, 1991","Suter v. Artist M., 503 U.S. 347 (1992)","1991 J. Sup. Ct. U.S. 288",""
721,330,"Maureen E. Mahoney","",false,4,"Dec. 9, 1991","McCarthy v. Madigan, 503 U.S. 140 (1992)","1991 J. Sup. Ct. U.S. 305 ",""
722,400,"Katherian D. Roe","",false,1,"Dec. 10, 1991","United States v. R.L.C., 503 U.S. 291 (1992)","1991 J. Sup. Ct. U.S. 308",""
723,401,"Nancy S. Cusack","",false,1,"Jan. 14, 1992","Barnhill v. Johnson, 503 U.S. 393 (1992)","1991 J. Sup. Ct. U.S. 380",""
724,357,"Amy L. Wax","",false,8,"Jan. 15, 1992","United States v. Wilson, 503 U.S. 329 (1992)","1991 J. Sup. Ct. U.S. 382",""
725,402,"Janet C. Hall","",false,1,"Jan. 21, 1992","Connecticut National Bank v. Germain, 503 U.S. 249 (1992)","1991 J. Sup. Ct. U.S. 406",""
726,403,"Holly D. Wilkens","",false,1,"Feb. 25, 1992","Medina v. California, 505 U.S. 437 (1992)","1991 J. Sup. Ct. U.S. 502",""
727,375,"Dorothy A. Pendergast","",false,2,"Feb. 25, 1992","Sawyer v. Whitley, 505 U.S. 333 (1992)","1991 J. Sup. Ct. U.S. 502",""
728,404,"Vanessa Ramirez","",false,1,"Feb. 26, 1992","PFZ Properties v. Rodriguez, 503 U.S. 257 (1992)","1991 J. Sup. Ct. U.S. 504",""
729,204,"Carolyn M. Snurkowski","",false,4,"Mar. 2, 1992","Sochor v. Florida, 504 U.S. 527 (1992)","1991 J. Sup. Ct. U.S. 524",""
730,339,"Mary R. Hamill","",false,2,"Mar. 4, 1992","Allied-Signal, Inc. v. Director. Division of Taxation, 504 U.S. 768 (1992)","1991 J. Sup. Ct. U.S. 527",""
731,330,"Maureen E. Mahoney","",false,5,"Mar. 24, 1992","Wright v. West, 505 U.S. 277 (1992)","1991 J. Sup. Ct. U.S. 596",""
732,93,"Betty Jo Christian","",false,3,"Apr. 20, 1992","Burlington Northern Railroad Company v. Ford, 504 U.S. 648 (1992)","1991 J. Sup. Ct. U.S. 677 ",""
733,256,"Kathryn Kolbert","",false,2,"Apr. 22, 1992","Planned Parenthood of Southeastern Pennsylvania v. Casey, 505 U.S. 833(1992)","1991 J. Sup. Ct. U.S. 683",""
734,405,"Marcia Mason","",false,1,"Apr. 22, 1992","Kraft General Foods, Inc. v. Iowa Department of Revenue & Finance, 505 U.S. 71 (1992)","1991 J. Sup. Ct. U.S. 683",""
735,339,"Mary R. Hamill","",false,3,"Apr. 22, 1992","Allied-Signal, Inc. v. Director. Division of Taxation, 504 U.S. 768 (1992)","1991 J. Sup. Ct. U.S. 683",""
736,406,"Deborah Ellis","",false,1,"Oct. 6, 1992","Bray v. Alexandria Women's Health Clinic, 506 U.S. 263 (1993)","1992 J. Sup. Ct. U.S. 125",""
737,407,"Margaret P. Griffey","",false,1,"Oct. 7, 1992","Herrera v. Collins, 506 U.S. 390 (1993)","1992 J. Sup. Ct. U.S. 127",""
738,159,"Kathryn A. Oberly","",false,14,"Oct. 13, 1992","Reeves v. Ernst & Young, 507 U.S. 170 (1993)","1992 J. Sup. Ct. U.S. 158",""
739,357,"Amy L. Wax","",false,9,"Oct. 13, 1992","United States v. Parcel of Rumson, N.J. Land, 507 U.S. 111 (1993)","1992 J. Sup. Ct. U.S. 158",""
740,330,"Maureen E. Mahoney","",false,6,"Oct. 13, 1992","Reno v. Flores, 507 U.S. 292 (1992)","1992 J. Sup. Ct. U.S. 158",""
741,408,"Donna M. Murasky","",false,1,"Nov. 3, 1992","District of Columbia v. Greater Washington Board of Trade, 506 U.S. 125 (1992)","1992 J. Sup. Ct. U.S. 211",""
742,357,"Amy L. Wax","",false,10,"Nov. 3, 1992","Lockhart v. Fretwell, 506 U.S. 364 (1993)","1992 J. Sup. Ct. U.S. 211",""
743,370,"Carol C. Flowe","",false,2,"Dec. 1, 1992","Concrete Pipe and Products of California, Inc. v. Construction Laborers Pension Trust for Southern California, 508 U.S. 602 (1993)","1992 J. Sup. Ct. U.S. 293",""
744,409,"Sally L. Wellman","",false,1,"Dec. 1, 1992","Brecht v. Abrahamson, 507 U.S. 619 (1993)","1992 J. Sup. Ct. U.S. 294",""
745,410,"Gail Starling Marshall","",false,1,"Dec. 2, 1992","Harper v. Virginia Department of Taxation, 509 U.S. (1993)","1992 J. Sup. Ct. U.S. 295",""
746,357,"Amy L. Wax","",false,11,"Dec. 7, 1992","Ortega-Rodriguez v. United States, 507 U.S. 234 (1993)","1992 J. Sup. Ct. U.S. 315",""
747,330,"Maureen E. Mahoney","",false,7,"Dec. 9, 1992","Building and Construction Trades Council of Metropolitan District v. Associated Builders and Contractors of Massachusetts/ Rhode Island, Inc., 507 U.S. 218 (1993)","1992 J. Sup. Ct. U.S. 319",""
748,411,"Pamela S. Thompson","",false,1,"Jan. 11, 1993","Negonsott v. Samuels, 507 U.S. 99 (1993)","1992 J. Sup. Ct. U.S. 395",""
749,330,"Maureen E. Mahoney","",false,8,"Jan. 12, 1993","CSX Transportation v. Easterwood, 507 U.S. 658 (1993)","1992 J. Sup. Ct. U.S. 398",""
750,412,"Tambra P. Colston","",false,1,"Jan. 12, 1993","CSX Transportation v. Easterwood, 507 U.S. 658 (1993)","1992 J. Sup. Ct. U.S. 398",""
751,413,"Frankie Sue Del Papa","",false,1,"Jan. 13, 1993","Helling v. McKinney, 509 U.S. 25 (1993)","1992 J. Sup. Ct. U.S. 402",""
752,414,"Gale A. Norton","",false,1,"Jan. 13, 1993","Nebraska v. Wyoming, 507 U.S. 584 (1993)","1992 J. Sup. Ct. U.S. 402",""
753,415,"Deborah A. Ausburn","",false,1,"Feb. 22, 1993","Northeastern, Florida Chapter, Associated General Contractors of America v. Jacksonville, 508 U.S. 656 (1993)","1992 J. Sup. Ct. U.S. 510",""
754,416,"Ann E. Webb","",false,1,"Feb. 23, 1993","Granite State Insurance Company v. Tandy Corporation, 507 U.S. 1026 (1993)","1992 J. Sup. Ct. U.S. 512",""
755,417,"Lynne A. Liberato","",false,1,"Feb. 23, 1993","Granite State Insurance Company v. Tandy Corporation, 507 U.S. 1026 (1993)","1992 J. Sup. Ct. U.S. 512",""
756,418,"Molly S. Boast","",false,1,"Feb. 23, 1993","Hartford Fire Insurance Company v. California, 509 U.S. 764 (1993)","1992 J. Sup. Ct. U.S. 512",""
757,419,"Dola Jean Young","",false,1,"Mar. 1, 1993","Deal v. Young, 508 U.S. 129 (1993)","1992 J. Sup. Ct. U.S. 533",""
758,330,"Maureen E. Mahoney","",false,9,"Mar. 2, 1993","Sale v. Haitian Centers Council, Inc., 509 U.S. 155 (1993)","1992 J. Sup. Ct. U.S. 535",""
759,420,"Carel T. Hedlund","",false,1,"Mar. 22, 1993","Good Samaritan Hospital v. Shalala, 508 U.S. 402 (1993)","1992 J. Sup. Ct. U.S. 599",""
760,421,"Kelly Miller","",false,1,"Mar. 22, 1993","Heller v. Doe, 509 U.S. 312 (1993)","1992 J. Sup. Ct. U.S. 600",""
761,422,"Deborah C. Costlow","",false,1,"Mar. 29, 1993","Federal Communicatio ns Commission v. Beach Communicatio ns, Inc., 508 U.S. 307 (1993)","1992 J. Sup. Ct. U.S. 620",""
762,423,"M. Margaret McKeown","",false,1,"Mar. 30, 1993","Antoine v. Byers & Anderson, Inc., 508 U.S. 428 (1993)","1992 J. Sup. Ct. U.S. 622",""
763,424,"Ann M. Kappler","",false,1,"Apr. 21, 1993","United States National Bank of Oregon v. Independent Insurance Agents of America, Inc., 508 U.S. 439 (1993)","1992 J. Sup. Ct. U.S. 679","aka Ann Mary Kappler"
764,357,"Amy L. Wax","",false,12,"Apr. 21, 1993","Godinez v. Moran, 509 U.S. 389 (1993)","1992 J. Sup. Ct. U.S. 684",""
765,425,"Dana E. Parker","",false,1,"Apr. 26, 1993","Johnson v. Texas, 509 U.S. 350 (1993)","1992 J. Sup. Ct. U.S. 704",""
766,357,"Amy L. Wax","",false,13,"Oct. 6, 1993","Florence County School District v. Carter, 510 U.S. 7 (1993)","1993 J. Sup. Ct. U.S. 163",""
767,426,"Monica Foster","",false,1,"Nov. 1, 1993","Schiro v. Farley, 510 U.S. 222 (1994)","1993 J. Sup. Ct. U.S. 248 ",""
768,427,"Lois N. Brasfield","",false,1,"Nov. 2, 1993","J.E.B. v. Alabama ex rel T.B., 511 U.S. 127 (1994)","1993 J. Sup. Ct. U.S. 251",""
769,428,"Jan Graham","",false,1,"Nov. 2, 1993","Hagen v. Utah, 510 U.S. 399 (1994)","1993 J. Sup. Ct. U.S. 251",""
770,429,"Virginia L. Linder","",false,1,"Nov. 8, 1993","Department of Revenue of Oregon v. ACF Industries, Inc., 510 U.S. 332 (1994)","1993 J. Sup. Ct. U.S. 273",""
771,430,"Jennifer L. DeAngelis","",false,1,"Nov. 30, 1993","Staples v. United States, 511 U.S. 600 (1994)","1993 J. Sup. Ct. U.S. 347",""
772,93,"Betty Jo Christian","",false,4,"Dec. 7, 1993","C&A Carbone, Inc. v. Clarkstown, 511 U.S. 383 (1994)","1993 J. Sup. Ct. U.S. 371",""
773,431,"Fay Clayton","",false,1,"Dec. 8, 1993","National Organization for Women, Inc. v. Scheidler, 510 U.S. 249 (1994)","1993 J. Sup. Ct. U.S. 373",""
774,382,"Elizabeth Alexander","",false,2,"Jan. 12, 1994","Farmer v. Brennan, 511 U.S. 825 (1994)","1993 J. Sup. Ct. U.S. 456",""
775,330,"Maureen E. Mahoney","",false,10,"Feb. 22, 1994","National Labor Relations Board v. Health Care Corporation of America, 511 U.S. 571 (1994)","1993 J. Sup. Ct. U.S. 570",""
776,244,"Christine O. Gregoire","",false,2,"Feb. 23, 1994","PUD No. 1 of Jefferson County v. Washington Department of Ecology, 511 U.S. 700 (1994)","1993 J. Sup. Ct. U.S. 572",""
777,432,"Mary French","",false,1,"Feb. 28, 1994","Curtis v. United States, 511 U.S. 485 (1994)","1993 J. Sup. Ct. U.S. 590",""
778,357,"Amy L. Wax","",false,14,"Mar. 22, 1994","Shannon v. United States, 512 U.S. 573 (1994)","1993 J. Sup. Ct. U.S. 653",""
779,433,"Lee Ann Jones Peters","",false,1,"Mar. 22, 1994","Romano v. Oklahoma, 512 U.S. 1 (1994)","1993 J. Sup. Ct. U.S. 654",""
780,434,"Andre Diane Blalock","",false,1,"Mar. 22, 1994","Romano v. Oklahoma, 512 U.S. 1 (1994)","1993 J. Sup. Ct. U.S. 654",""
781,435,"Wendy Cole Lascher","",false,1,"Mar. 22, 1994","Tuilepa v. California, 512 U.S. 967 (1994)","1993 J. Sup. Ct. U.S. 654",""
782,436,"Beth S. Brinkmann","",false,1,"Mar. 23, 1994","Department of Taxation and Finance of NY v. Milhelm Attea & Bros., 512 U.S. 61 (1994)","1993 J. Sup. Ct. U.S. 655",""
783,437,"Joanne M. Garvey","",false,1,"Mar. 28, 1994","Barclay's Bank, PLC v. Franchise Board of California, 512 U.S. 298 (1994)","1993 J. Sup. Ct. U.S. 675",""
784,329,"Mandy Welch","",false,2,"Mar. 29, 1994","McFarland v. Scott, 512 U.S. 849 (1994)","1993 J. Sup. Ct. U.S. 677",""
785,407,"Margaret P. Griffey","",false,2,"Mar. 29, 1994","McFarland v. Scott, 512 U.S. 849 (1994)","1993 J. Sup. Ct. U.S. 677",""
786,438,"Julie Mereson","",false,1,"Mar. 30, 1994","Board of Education of Kiryas Joel Village School District v. Grumet, 512 U.S. 687 (1994)","1993 J. Sup. Ct. U.S. 679",""
787,439,"Aileen Bunney","",false,1,"Mar. 30, 1994","Stansbury v. California, 511 U.S. 318 (1994)","1993 J. Sup. Ct. U.S. 680",""
788,357,"Amy L. Wax","",false,15,"Apr. 18, 1994","Thomas Jefferson University v. Shalala, 512 U.S. 504 (1994)","1993 J. Sup. Ct. U.S. 737",""
789,440,"Susan Oki Mollway","",false,1,"Apr. 28, 1994","Hawaiian Airlines, Inc. v. Norris, 512 U.S. 246 (1994)","1993 J. Sup. Ct. U.S. 772",""
790,441,"Cornelia T. L. Pillard","",false,1,"Nov. 1, 1994","American Airlines, Inc. v. Wolens, 513 U.S. 219 (1995)","1994 J. Sup. Ct. U.S. 267",""
791,436,"Beth S. Brinkmann","",false,2,"Nov. 28, 1994","Stone v. INS, 514 U.S. 386 9 (1995)","1994 J. Sup. Ct. U.S. 353",""
792,442,"Ruth Friedman","",false,1,"Dec. 5, 1994","Harris v. Alabama, 513 U.S. 504 (1995)","1994 J. Sup. Ct. U.S. 379",""
793,443,"Carol A. Carrigan","",false,1,"Dec. 7, 1994","Arizona v. Evans, 514 U.S. 1 (1995)","1994 J. Sup. Ct. U.S. 383",""
794,436,"Beth S. Brinkmann","",false,3,"Jan. 9, 1995","Director, Office of Worker's Compensation Programs v. Newport News Shipbuilding & Drydock Company, 514 U.S. 122 (1995)","1994 J. Sup. Ct. U.S. 463",""
795,392,"Kathleen M. Sullivan","",false,2,"Jan. 17, 1995","Anderson v. Green, 513 U.S. 557 (1995)","1994 J. Sup. Ct. U.S. 494",""
796,444,"M. Patricia Smith","",false,1,"Jan. 18, 1995","New York State Conference of Blue Cross & Blue Shield Plans v. Travelers Ins. Co., 514 U.S. 645 (1995)","1994 J. Sup. Ct. U.S. 496",""
797,445,"Katherine Meiss","",false,1,"Jan. 18, 1995","Anderson v. Edwards, 514 U.S. 143 (1995)","1994 J. Sup. Ct. U.S. 496",""
798,441,"Cornelia T. L. Pillard","",false,2,"Apr. 18, 1995","Johnson v. Jones, 515 U.S. 304 (1995)","1994 J. Sup. Ct. U.S. 756",""
799,391,"Pamela S. Karlan","",false,2,"Oct. 2, 1995","Morse v. Republican Party of Virginia, 517 U.S. 186 (1996)","1995 J. Sup. Ct. U.S. 154","aka Pamela Susan Karlan"
800,138,"Sara S. Beale","",false,6,"Oct. 3, 1995","Libretti v. United States, 516 U.S. 29 (1995)","1995 J. Sup. Ct. U.S. 157","aka Sara Sun Beale"
801,446,"Jean E. Dubofsky","",false,1,"Oct. 10, 1995","Romer v. Evans, 517 U.S. 620 (1996)","1995 J. Sup. Ct. U.S. 188",""
802,447,"Julie R. O'Sullivan","",false,1,"Oc. 11, 1995","Thompson v. Keohane, 516 U.S. 99 (1995)","1995 J. Sup. Ct. U.S. 189",""
803,448,"Cynthia M. Hora","",false,1,"Oct. 11, 1995","Thompson v. Keohane, 516 U.S. 99 (1995)","1995 J. Sup. Ct. U.S. 189",""
804,449,"Rebecca T. Partington","",false,1,"Nov. 1, 1995","44 Liquormart, Inc. v. Rhode Island, 517 U.S. 484 (1996)","1995 J. Sup. Ct. U.S. 239",""
805,441,"Cornelia T. L. Pillard","",false,3,"Nov. 7, 1995","Behrens v. Pelletier, 516 U.S. 299 (1996)","1995 J. Sup. Ct. U.S. 259",""
806,436,"Beth S. Brinkmann","",false,4,"Nov. 28, 1995","Board of County Commissioners , Wabaunsee County, Kansas v. Umbehr, 518 U.S. 668 (1996)","1995 J. Sup. Ct. U.S. 322",""
807,382,"Elizabeth Alexander","",false,3,"Nov. 29, 1995","Lewis v. Fletcher, 518 U.S. 343 (1996)","1995 J. Sup. Ct. U.S. 325",""
808,226,"Mary Beth Westmoreland","",false,4,"Dec. 4, 1995","Lonchar v. Thomas, 527 U.S. 314 (1996)","1995 J. Sup. Ct. U.S. 348",""
809,325,"Penda D. Hair","",false,2,"Dec. 5, 1995","Bush v. Vera, 517 U.S. 952 (1996)","1995 J. Sup. Ct. U.S. 351",""
810,424,"Ann M. Kappler","",false,2,"Jan. 16, 1996","Barnett Bank of Marion County v. Nelson, 517 U.S. 25 (1996)","1995 J. Sup. Ct. U.S. 462",""
811,450,"Barbara E. O'Connor","",false,1,"Feb. 26, 1996","Lonchar v. Thomas, 517 U.S. 314 (1996)","1995 J. Sup. Ct. U.S. 576",""
812,451,"Shirley M. Hufstedler","",false,1,"Mar. 19, 1996","Exxon Company, U.S.A. v. Sorec, Inc., 517 U.S. 830 (1996)","1995 J. Sup. Ct. U.S. 632",""
813,452,"Ann Celestine German","",false,1,"Mar. 20, 1996","Montana v. Egelhoff, 518 U.S. 37 (1996)","1995 J. Sup. Ct. U.S. 634",""
814,441,"Cornelia T. L. Pillard","",false,4,"Mar. 26, 1996","Ornelas v. Unites States, 517 U.S. 690 (1996)","1995 J. Sup. Ct. U.S. 655",""
815,436,"Beth S. Brinkmann","",false,5,"Apr. 15, 1996","Lane v. Pena, 518 U.S. 187 (1996)","1995 J. Sup. Ct. U.S. 718",""
816,453,"Lucinda A. Sikes","",false,1,"Apr. 16, 1996","Doctor's Associates, Inc. v. Casarotto, 517 U.S. 681 (1996)","1995 J. Sup. Ct. U.S. 722",""
817,454,"Lisa Burget Wright","",false,1,"Apr. 17, 1996","Whren v. United States, 517 U.S. 806 (1996)","1995 J. Sup. Ct. U.S. 724",""
818,455,"Theresa M. Traber","",false,1,"Apr. 22, 1996","Lockheed Corporation v. Spink, 517 U.S. 882 (1996)","1995 J. Sup. Ct. U.S. 742",""
819,441,"Cornelia T. L. Pillard","",false,5,"Apr. 23, 1996","Lewis v. United States, 518 U.S. 322 (1996)","1995 J. Sup. Ct. U.S. 744 ",""
820,456,"Carley J. Ingram","",false,1,"Oct. 8, 1996","Ohio v. Robinette, 519 U.S. 33 (1996)","1996 J. Sup. Ct. U.S. 163",""
821,457,"Linda D. King","",false,1,"Oct. 9, 1996","O'Gilvie v. United States, 519 U.S. 79 (1996)","1996 J. Sup. Ct. U.S. 165",""
822,441,"Cornelia T. L. Pillard","",false,6,"Oct. 9, 1996","O'Gilvie v. United States, 519 U.S. 79 (1996)","1996 J. Sup. Ct. U.S. 165",""
823,436,"Beth S. Brinkmann","",false,6,"Oct. 15, 1996","INS v. Yueh-Shaio Yang, 519 U.S. 26 (1996)","1996 J. Sup. Ct. U.S. 198",""
824,458,"Lucinda M. Finley","",false,1,"Oct. 16, 1996","Schenk v. Pro-Choice Network of Western New York, 519 U.S. 357 (1997)","1996 J. Sup. Ct. U.S. 199",""
825,436,"Beth S. Brinkmann","",false,7,"Nov. 12, 1996","Ingalls Shipbuilding, Inc. v. Director, Office of Workers' Compensation Programs, 519 U.S. 248 (1997)","1996 J. Sup. Ct. U.S. 278",""
826,459,"Kathleen D. Mix","",false,1,"Nov. 13, 1996","Edwards v. Balisok, 520 U.S. 641 (1996)","1996 J. Sup. Ct. U.S. 279",""
827,460,"Lisa S. Blatt","",false,1,"Dec. 2, 1996","Regents of University of California v. Doe, 519 U.S. 425 (1997)","1996 J. Sup. Ct. U.S. 340",""
828,461,"Sandra D. Howard","",false,1,"Dec. 9, 1996","Young v. Harper, 520 U.S. 143 (1997)","1996 J. Sup. Ct. U.S. 364",""
829,462,"Margaret Winter","",false,1,"Dec. 9, 1996","Young v. Harper, 520 U.S. 143 (1997)","1996 J. Sup. Ct. U.S. 364",""
830,463,"Carla J. Stovall","",false,1,"Dec. 10, 1996","Kansas v. Hendricks, 521 U.S. 346 (1997)","1996 J. Sup. Ct. U.S. 365  ",""
831,464,"Janet Reno","",false,1,"Dec. 11, 1996","Maryland v. Wilson, 519 U.S. 408 (1997)","1996 J. Sup. Ct. U.S. 367",""
832,267,"Marsha S. Berzon","",false,3,"Jan. 6, 1997","Blessing v. Freestone, 520 U.S. 329 (1997)","1996 J. Sup. Ct. U.S. 429",""
833,465,"Patricia A. Millett","",false,1,"Jan. 6, 1997","Blessing v. Freestone, 520 U.S. 329 (1997)","1996 J. Sup. Ct. U.S. 429",""
834,466,"Brenda Wright","",false,1,"Jan. 6, 1997","Young v. Fordice, 520 U.S. 273 (1997)","1996 J. Sup. Ct. U.S. 429",""
835,467,"Melody L. McCoy","",false,1,"Jan. 7, 1997","Strate v. A-1 Contractors, 520 U.S. 438 (1997)","1996 J. Sup. Ct. U.S. 431",""
836,468,"Kathryn L. Tucker","",false,1,"Jan 8, 1997","Washington v. Glucksberg, 521 U.S. 702 (1997)","1996 J. Sup. Ct. U.S. 433",""
837,469,"Patricia Guilday","",false,1,"Jan. 14, 1997","Chandler v. Miller, 520 U.S. 305 (1997)","1996 J. Sup. Ct. U.S. 460",""
838,470,"Carol M. Dittmar","",false,1,"Jan. 15, 1997","Lambrix v. Singletary, 520 U.S. 518 (1997)","1996 J. Sup. Ct. U.S. 461",""
839,471,"Marian M. Lavaudais","",false,1,"Jan. 15, 1997","Boggs v. Boggs, 520 U.S. 833 (1997)","1996 J. Sup. Ct. U.S. 461",""
840,472,"Sheila L. Birnbaum","",false,1,"Feb. 18, 1997","Metro-North Commuter Railroad Company v. Buckley, 521 U.S. 424 (1997)","1996 J. Sup. Ct. U.S. 560",""
841,473,"Marci A. Hamilton","",false,1,"Feb. 19, 1997","City of Boerne v. Flores, 521 U.S. 507 (1997)","1996 J. Sup. Ct. U.S. 562",""
842,444,"M. Patricia Smith","",false,2,"Feb. 24, 1997","De Buono v. NYSA-ILA Medical and Clinical Services Fund, 520 U.S. 806 (1997)","1996 J. Sup. Ct. U.S. 583",""
843,441,"Cornelia T. L. Pillard","",false,7,"Mar. 17, 1997","Inte-Modall Rail Employees Association v. Atchison, Topeka & Santa Fe Railway Company, 520 U.S. 510 (1997)","1996 J. Sup. Ct. U.S. 641",""
844,474,"Katherine P. Baldwin","",false,1,"Mar. 18, 1997","O'Dell v. Netherland, 521 U.S. 151 (1997)","1996 J. Sup. Ct. U.S. 644",""
845,475,"Gwendolyn T. Mosley","",false,1,"Mar. 24, 1997","Gilbert v. Homar, 520 U.S. 924 (1997)","1996 J. Sup. Ct. U.S. 661",""
846,476,"Ann Hubbard","",false,1,"Mar. 24, 1997","Gilbert v. Homar, 520 U.S. 924 (1997)","1996 J. Sup. Ct. U.S. 661",""
847,409,"Sally L. Wellman","",false,2,"Apr. 14, 1997","Lindh v. Murphy, 521 U.S. 320 (1997)","1996 J. Sup. Ct. U.S. 717",""
848,477,"Barbara A. Preiner","",false,1,"Apr. 14, 1997","Bracy v. Gramley, 520 U.S. 899 (1997)","1996 J. Sup. Ct. U.S. 717",""
849,478,"Martha Grissom Hunt","",false,1,"Apr. 21. 1997","Arkansas v. Farm Credit Services of Central Arkansas, 520 U.S. 821 (1997)","1996 J. Sup. Ct. U.S. 742",""
850,479,"Pamela J. Harbour","",false,1,"Oct. 7, 1997","State Oil Company v. Khan, 522 U.S. 3 (1997)","1996 J. Sup. Ct. U.S. 153",""
851,465,"Patricia A. Millett","",false,2,"Oct. 7, 1997","Kalina v. Fletcher, 522 U.S. 118 (1997)","1997 J. Sup. Ct. U.S. 154   ",""
852,460,"Lisa S. Blatt","",false,2,"Oct. 7, 1997","Bates v. Unites States, 522 U.S. 23 (1998)","1997 J. Sup. Ct. U.S. 154",""
853,436,"Beth S. Brinkmann","",false,8,"Oct. 14, 1997","Almendarez-Torres v. United States, 523 U.S. 224 (1998)","1997 J. Sup. Ct. U.S. 182",""
854,480,"Benna Ruth Solomon","",false,1,"Oct. 14, 1997","City of Chicago v. International College of Surgeons, 522 U.S. 156 (1997)","1997 J. Sup. Ct. U.S. 182",""
855,481,"Kim L. Sheffield","",false,1,"Nov.3, 1997","United States v. Scheffer, 523 U.S. 303 (1998)","1997 J. Sup. Ct. U.S. 236",""
856,474,"Katherine P. Baldwin","",false,2,"Nov. 3, 1997","Buchanan v. Angelone, 522 U.S. 269 (1998)","1997 J. Sup. Ct. U.S. 236",""
857,482,"Rebecca Hudsmith","",false,1,"Nov. 10, 1997","Trest v. Cain, 522 U.S. 87 (1997)","1997 J. Sup. Ct. U.S. 265",""
858,483,"Kathleen E. Peterson","",false,1,"Nov. 10, 1997","Trest v. Cain, 522 U.S. 87 (1997)","1997 J. Sup. Ct. U.S. 265",""
859,267,"Marsha S. Berzon","",false,4,"Nov. 10, 1997","Bay Area Laundry & Dry Cleaning Pension Trust Fund v. Ferbar Corporation of California, Inc., 522 U.S. 192 (1997)","1997 J. Sup. Ct. U.S. 265",""
860,484,"Barbara G. Haynie","",false,1,"Nov. 12, 1997","Oubre v. Entergy Operations, Inc., 522 U.S. 422 (1998)","1997 J. Sup. Ct. U.S. 267",""
861,436,"Beth S. Brinkmann","",false,9,"Nov. 12, 1997","Oubre v. Entergy Operations, Inc., 522 U.S. 422 (1998)","1997 J. Sup. Ct. U.S. 267",""
862,460,"Lisa S. Blatt","",false,3,"Dec. 1, 1997","Regions Hospital v. Shalala, 52 U.S. 448 (1998)","1997 J. Sup. Ct. U.S. 326",""
863,485,"Carmen M. Shepard","",false,1,"Dec. 8, 1997","Gray v. Maryland, 523 U.S. 185 (1998)","1997 J. Sup. Ct. U.S. 350",""
864,486,"Barbara B. McDowell","",false,1,"Dec. 8, 1997","South Dakota v. Yankton Sioux Tribe, 522 U.S. 329 (1998)","1997 J. Sup. Ct. U.S. 351",""
865,403,"Holly D. Wilkens","",false,2,"Dec. 9, 1997","Calderone v. Thompson, 523 U.S. 538 (1998)","1997 J. Sup. Ct. U.S. 354",""
866,361,"S. Adele Shank","",false,2,"Dec. 10, 1997","Ohio Adult Parole Authority v. Woodard, 523 U.S. 272 (1998)","1997 J. Sup. Ct. U.S. 356",""
867,487,"Heather R. Kendall","",false,1,"Dec. 10, 1997","Alaska v. Native Village of Venetie Tribal Government, 522 U.S. 510 (1998)","1997 J. Sup. Ct. U.S. 356",""
868,436,"Beth S. Brinkmann","",false,10,"Jan. 20, 1998","Caterpillar, Inc. v. Int'l Union, United Automobile, Aerospace and Agric. Implement Workers of America, 523 U.S. 1015 (1998)","1997 J. Sup. Ct. U.S. 458",""
869,488,"Laura K. Grandy","",false,1,"Jan. 21, 1998","Kawaauhau v. Geiger, 523 U.S. 57 (1998)","1997 J. Sup. Ct. U.S. 460",""
870,489,"Paula Hutchinson","",false,1,"Feb. 23, 1998","Hopkins v. Reeves, 524 U.S. 88 (1998)","1997 J. Sup. Ct. U.S. 547",""
871,486,"Barbara B. McDowell","",false,2,"Feb. 24, 1998","Cass County v. Leech Lake Band of Chippewa Indians, 524 U.S. 103 (1998)","1997 J. Sup. Ct. U.S. 549",""
872,386,"Denise I. Young","",false,2,"Feb. 25, 1998","Stewart v. Martinez-Villareal, 523 U.S. 637 (1998)","1997 J. Sup. Ct. U.S. 552",""
873,490,"Eileen Penner","",false,1,"Mar. 3, 1998","Hohn v. United States, 524 U.S. 236 (1998)","1997 J. Sup. Ct. U.S. 573",""
874,491,"Lois J. Schiffer","",false,1,"Mar. 24, 1998","United States v. Bestfoods, 524 U.S. 51 (1998)","1997 J. Sup. Ct. U.S. 648",""
875,436,"Beth S. Brinkmann","",false,11,"Mar. 25, 1998","Gebser v. Lago Vista Independent School District, 524 U.S. 274 (1998)","1997 J. Sup. Ct. U.S. 650",""
876,465,"Patricia A. Millett","",false,3,"Apr. 21, 1998","Ricci v. Arlington Heights, 523 U.S. 613 (1998)","1997 J. Sup. Ct. U.S. 736",""
877,203,"Barbara D. Underwood","",false,2,"Apr. 22, 1988","Burlington Industries, Inc. v. Ellerth, 524 U.S. 742 (1998)","1997 J. Sup. Ct. U.S. 740",""
878,460,"Lisa S. Blatt","",false,4,"Apr. 22, 1998","Forney v. Apfel, 524 U.S. 266 (1998)","1997 J. Sup. Ct. U.S. 740",""
879,492,"Juanita Madole","",false,1,"Apr. 27, 1998","Dooley v. Korean Airlines Company, 524 U.S. 116 (1998)","1997 J. Sup. Ct. U.S. 759",""
880,203,"Barbara D. Underwood","",false,3,"Oct. 7, 1998","Wright v. Universal Maritime Service Corporation, 525 U.S. 70 (1998)","1998 J. Sup. Ct. U.S. 174 ",""
