usCite,caseName,dateDecision
"64 U.S. 443","Bell v. Mayor and Council of Vicksburg","1860-05-04"
"64 U.S. 445","Frederickson v. Louisiana","1860-05-04"
"64 U.S. 448","Whitridge v. Dill","1860-05-04"
"64 U.S. 455","Jenkins v. Banning","1860-05-04"
"64 U.S. 457","Doe v. Wilson","1860-05-04"
"64 U.S. 464","United States v. Castillero","1860-04-02"
"64 U.S. 469","Very v. Watkins","1860-04-16"
"64 U.S. 476","United States v. Murphy","1860-03-12"
"64 U.S. 477","Callan v. Statham","1860-04-23"
"64 U.S. 481","Clifton v. Sheldon","1860-02-06"
"64 U.S. 484","Green v. Custard","1860-03-12"
"64 U.S. 487","City of New York v. Ransom","1860-04-09"
"64 U.S. 491","Morewood v. Enequist","1860-04-09"
"64 U.S. 495","Yontz v. United States","1860-03-12"
"64 U.S. 499","United States v. Berreyesa's Heirs","1860-03-12"
"64 U.S. 500","Gridley v. Wynant","1860-01-03"
"64 U.S. 503","Gridley v. Westbrook","1860-01-03"
"64 U.S. 505","Alabama v. Georgia","1860-05-01"
"64 U.S. 515","Luco v. United States","1860-04-30"
"65 U.S. 1","Moore v. American Transp. Co","1861-02-18"
"65 U.S. 41","Jones v. Soulard","1861-01-07"
"65 U.S. 66","Kentucky v. Dennison","1861-03-14"
"65 U.S. 110","Sturgis v. Boyer","1860-12-31"
"65 U.S. 125","Palmer v. United States","1861-01-07"
"65 U.S. 131","United States v. Chana","1861-01-07"
"65 U.S. 132","Hall v. Papin","1861-01-28"
"65 U.S. 147","Eberly v. Moore","1861-01-07"
"65 U.S. 159","Fitch v. Creighton","1860-12-31"
"65 U.S. 164","Phillips v. Page","1861-01-28"
"65 U.S. 169","Almy v. California","1861-01-28"
"65 U.S. 175","Meehan v. Forsyth","1861-03-14"
"65 U.S. 179","Gregg v. Forsyth","1861-03-14"
"65 U.S. 183","Ballance v. Forsyth","1861-03-14"
"65 U.S. 186","Kellogg v. Forsyth","1861-02-04"
"65 U.S. 188","Richardson v. Boston","1861-01-21"
"65 U.S. 195","Nations v. Johnson","1861-01-21"
"65 U.S. 207","Sampson v. Welsh","1861-01-21"
"65 U.S. 208","Vigel v. Naylor","1861-01-28"
"65 U.S. 214","Davila v. Mumford","1861-01-14"
"65 U.S. 224","Chandler v. Von Roeder","1861-01-21"
"65 U.S. 228","Pearce v. Page","1861-01-15"
"65 U.S. 233","Thompson v. Roberts","1861-01-28"
"65 U.S. 242","McEwen v. Den","1861-02-13"
"65 U.S. 247","Powhatan Steamboat Co. v. Appomattox R. Co","1861-02-18"
"65 U.S. 257","Gue v. Tide Water Canal Co","1861-01-21"
"65 U.S. 264","League v. Egery","1861-02-04"
"65 U.S. 267","Foote v. Egery","1861-02-04"
"65 U.S. 268","Greer v. Mezes","1861-02-11"
"65 U.S. 278","Lessee of Frost v. Frostburg Coal Co","1861-01-21"
"65 U.S. 284","Cleveland Ins. Co. v. Reed","1861-02-18"
"65 U.S. 287","Bissell v. Jeffersonville","1861-02-11"
"65 U.S. 300","Rector of Christ Church of Phila. v. County of Phila","1861-01-02"
"65 U.S. 303","Wiggins v. Taylor","1861-02-18"
"65 U.S. 307","Union S.S. Co. of Philadelphia v. New York & Va.S.S.Co","1861-02-25"
"65 U.S. 315","Martin v. Thomas","1861-02-18"
"65 U.S. 317","Mayer v. White","1861-02-04"
"65 U.S. 322","Fackler v. Ford","1861-02-18"
"65 U.S. 333","Wash., Alex. & Geo'tn Steam-Packet Co. v. Sickles","1861-01-28"
"65 U.S. 346","United States v. Castro","1861-02-04"
"65 U.S. 352","Day v. Washburn","1861-03-05"
"65 U.S. 357","Tate v. Carney","1861-02-18"
"65 U.S. 362","Massey v. Papin","1861-03-14"
"65 U.S. 364","Amey v. Mayor of Allegheny City","1861-01-07"
"65 U.S. 376","Board of Comm'rs of Knox Cty. v. Aspinwall","1861-03-14"
"65 U.S. 386","Bulkley v. Naumkeag Steam Cotton Co","1860-12-31"
"65 U.S. 394","Clements v. Warner","1861-02-18"
"65 U.S. 398","Lessee of Smith v. McCann","1861-03-05"
"65 U.S. 407","Adler v. Fenton","1861-02-18"
"65 U.S. 413","Medberry v. Ohio","1861-03-14"
"65 U.S. 415","Porter v. Foley","1861-03-14"
"65 U.S. 420","Reddall v. Bryan","1861-03-14"
"65 U.S. 423","Sheirburn v. De Cordova","1861-03-14"
"65 U.S. 426","Tracy v. Holcombe","1861-03-14"
"65 U.S. 427","Suydam v. Williamson","1861-03-14"
"65 U.S. 435","Curtis v. County of Butler","1861-03-14"
"65 U.S. 450","Freeman v. Howe","1861-03-14"
"65 U.S. 461","Howard v. Bugbee","1861-03-14"
"65 U.S. 465","Perin v. Carey","1861-02-25"
"65 U.S. 508","Belcher v. Linn","1861-03-14"
"65 U.S. 526","Knight v. Schell","1861-03-14"
"65 U.S. 533","Belcher v. Linn","1861-03-14"
"65 U.S. 536","Berthold v. Goldsmith","1861-03-14"
"65 U.S. 544","Wheeler v. Nesbitt","1861-03-14"
"65 U.S. 553","Gaines v. Hennen","1861-03-14"
"66 U.S. 23","Dutton v. Strong","1861-12-23"
"66 U.S. 35","United States v. Hensley","1861-12-09"
"66 U.S. 38","Bacon v. Hart","1862-01-13"
"66 U.S. 39","Weightman v. Corporation of Washington","1862-01-13"
"66 U.S. 54","Wabash & Erie Canal v. Beers","1862-01-06"
"66 U.S. 55","United States v. Babbit","1862-02-10"
"66 U.S. 62","The Steamer New Philadelphia","1862-02-03"
"66 U.S. 62","United States v. Coles","1862-02-10"
"66 U.S. 77","Clark v. Hackett","1862-01-27"
"66 U.S. 80","Hager v. Thomson","1862-01-06"
"66 U.S. 95","Hecker v. Fowler","1862-01-06"
"66 U.S. 96","Dermott v. Wallach","1862-01-06"
"66 U.S. 99","O'Brien v. Smith","1862-01-20"
"66 U.S. 101","Stiles v. Davis & Barton","1861-12-23"
"66 U.S. 108","4,885 Bags of Linseed","1861-12-23"
"66 U.S. 115","Hogg v. Ruffner","1861-12-23"
"66 U.S. 121","The Barque Island City","1862-01-27"
"66 U.S. 132","O'Brien v. Perry","1862-02-17"
"66 U.S. 140","Bryan v. United States","1862-03-03"
"66 U.S. 150","Gregg. Tesson","1862-01-27"
"66 U.S. 155","Gregg v. Bryant","1862-01-27"
"66 U.S. 156","Nelson v. Woodruff","1862-02-10"
"66 U.S. 170","The Brig Collenberg","1862-02-03"
"66 U.S. 179","Carondelet v. Saint Louis","1862-02-10"
"66 U.S. 192","Hodge v. Combs","1862-03-10"
"66 U.S. 195","Magwire v. Tyler","1862-03-03"
"66 U.S. 204","Bates v. Illinois Central R. Co","1862-03-10"
"66 U.S. 209","Johnston v. Jones","1862-02-17"
"66 U.S. 227","United States v. Knight's Administrator","1862-01-27"
"66 U.S. 253","Rogers v. Law","1862-01-13"
"66 U.S. 262","Attorney General v. Federal Street Meeting-house","1862-01-13"
"66 U.S. 267","United States v. John Wilson","1862-03-03"
"66 U.S. 271","Pratt v. Fitzhugh","1862-03-24"
"66 U.S. 273","Moffitt v. Garr","1862-03-24"
"66 U.S. 283","United States v. Vallejo","1862-03-03"
"66 U.S. 286","Ohio & Mississippi R. Co. v. Wheeler","1862-02-17"
"66 U.S. 298","United States v. Neleigh","1862-03-03"
"66 U.S. 309","Farni v. Tesson","1862-01-20"
"66 U.S. 316","Harkness v. Underhill","1862-03-24"
"66 U.S. 326","Laflin v. Herrington","1862-01-06"
"66 U.S. 339","United States v. Covilland","1861-12-23"
"66 U.S. 342","Singleton v. Touchard","1862-01-06"
"66 U.S. 346","Clagett v. Kilbourne","1862-03-24"
"66 U.S. 350","Farney v. Towle","1862-03-24"
"66 U.S. 352","Crews v. Burcham","1862-02-03"
"66 U.S. 358","Rice v. Railroad Co","1862-03-03"
"66 U.S. 386","Woods v. Lawrence County","1862-02-17"
"66 U.S. 414","The Ship Marcellus","1862-03-24"
"66 U.S. 419","Cleveland v. Chamberlain","1862-02-03"
"66 U.S. 427","Vance v. Campbell","1862-03-17"
"66 U.S. 431","Haussknecht v. Claypool","1862-03-17"
"66 U.S. 436","Jefferson Branch Bank v. Skelly","1862-03-17"
"66 U.S. 450","Washington v. Ogden","1862-03-21"
"66 U.S. 459","McCool v. Smith","1862-03-24"
"66 U.S. 472","Verden v. Coleman","1862-03-10"
"66 U.S. 474","Franklin Branch Bank v. Ohio","1862-03-17"
"66 U.S. 476","Leonard v. Davis","1862-03-24"
"66 U.S. 484","United States v. Jackalow","1862-03-24"
"66 U.S. 488","United States v. Knight's Administrator","1862-03-17"
"66 U.S. 491","Flanigan v. Turner","1862-02-10"
"66 U.S. 494","The Water Witch","1862-03-03"
"66 U.S. 501","White's Administrator v. United States","1862-03-24"
"66 U.S. 503","Ex parte Gordon","1862-02-17"
"66 U.S. 506","Foster v. Goddard","1862-03-24"
"66 U.S. 518","Hoyt v. Shelden","1862-01-20"
"66 U.S. 522","The Steamer St. Lawrence","1862-03-17"
"66 U.S. 533","Law v. Cross","1862-03-17"
"66 U.S. 541","United States v. Vallejo","1862-03-24"
"66 U.S. 566","Inbusch v. Farwell","1862-03-17"
"66 U.S. 574","The Propeller Commerce","1862-02-10"
"66 U.S. 582","Silliman v. Hudson River Bridge Co","1862-01-27"
"66 U.S. 585","Pindell v. Mullikin","1862-03-10"
"66 U.S. 587","Sherman v. Smith","1862-03-10"
"66 U.S. 595","Glasgow v. Hortiz","1862-02-10"
"66 U.S. 603","Conway v. Taylor's Executor","1862-03-17"
"67 U.S. 17","United States v. Andres Castillero","1863-03-10"
"67 U.S. 372","Calais Steamboat Co. v. Scudder","1863-01-19"
"67 U.S. 394","United States v. Galbraith","1863-03-10"
"67 U.S. 408","King v. Ackerman","1863-01-19"
"67 U.S. 418","Chicago City v. Robbins","1863-01-19"
"67 U.S. 430","Ward v. Chamberlain","1863-02-09"
"67 U.S. 448","Trustees of Wabash & Erie Canal Co. v. Beers","1863-02-09"
"67 U.S. 458","Chilton v. Braiden's Administratrix","1863-01-19"
"67 U.S. 461","Curtis's Administratrix v. Fiedler","1863-01-12"
"67 U.S. 481","Taylor v. Morton","1863-01-12"
"67 U.S. 485","Mississippi & Missouri R. Co. v. Ward","1863-01-30"
"67 U.S. 499","Noonan v. Lee","1863-01-12"
"67 U.S. 510","Gilman v. Sheboygan","1863-01-19"
"67 U.S. 519","Griffing v. Gibb","1863-02-23"
"67 U.S. 524","Bronson v. Railroad Co","1863-02-16"
"67 U.S. 528","Bronson v. Railroad Co","1863-03-02"
"67 U.S. 532","Sumner v. Hicks","1863-02-23"
"67 U.S. 535","Wright v. Bales","1863-01-05"
"67 U.S. 539","Ogilvie v. Knox Ins. Co","1863-02-16"
"67 U.S. 541","Callan v. May","1863-01-14"
"67 U.S. 544","Wright v. Sill","1863-02-09"
"67 U.S. 545","Parker v. Winnipiseogee Lake Cotton & Woolen Co","1863-02-09"
"67 U.S. 554","Lindsey v. Hawes","1863-01-05"
"67 U.S. 563","Dredge v. Forsyth","1862-12-15"
"67 U.S. 571","Kellogg v. Forsyth","1862-12-15"
"67 U.S. 574","Congdon v. Goodman","1862-12-15"
"67 U.S. 575","Russell v. Ely","1862-12-15"
"67 U.S. 581","The Ship Potomac","1862-12-23"
"67 U.S. 585","Randall v. Howard","1863-01-05"
"67 U.S. 590","Nebraska City v. Campbell","1863-01-05"
"67 U.S. 593","United States v. Chaboya","1863-02-23"
"67 U.S. 599","Leffingwell v. Warren","1862-12-15"
"67 U.S. 606","Lessee of Parrish v. Ferris","1863-02-02"
"67 U.S. 610","United States v. Grimes","1863-02-23"
"67 U.S. 613","Rothwell v. Dewees","1863-01-19"
"67 U.S. 620","New York ex rel. Bank of Com. v. Comm'r of Taxes","1863-03-10"
"67 U.S. 635","Prize Cases","1863-03-10"
"67 U.S. 635","Bank of the Commonwealth v. Comm'r of Taxes","1863-03-10"
"67 U.S. 699","Appleton v. Bacon","1863-02-09"
"67 U.S. 704","De Krafft v. Barney","1863-02-23"
"67 U.S. 715","Koehler v. Black River Falls Iron Co","1863-02-09"
"67 U.S. 721","Mesa v. United States","1863-02-23"
"67 U.S. 722","Moran v. Commissioners of Miami Cty","1863-02-09"
"68 U.S. 1","Cross v. De Valle","1864-01-11"
"68 U.S. 16","Wright v. Ellison","1864-01-25"
"68 U.S. 23","Pomeroy's Lessee v. State Bank of Indiana","1863-12-21"
"68 U.S. 25","Clearwater v. Meredith","1864-02-23"
"68 U.S. 43","Commander-In-Chief","1864-02-23"
"68 U.S. 53","Hutchins v. King","1864-01-11"
"68 U.S. 61","Dermott v. Wallach","1864-04-18"
"68 U.S. 66","Ryan v. Bindley","1864-02-01"
"68 U.S. 69","Ex Parte Dubuque & Pacific R. Co","1864-01-05"
"68 U.S. 73","Orchard v. Hughes","1864-02-01"
"68 U.S. 78","Eames v. Godfrey","1864-01-18"
"68 U.S. 81","Gaylords v. Kelshaw","1864-02-23"
"68 U.S. 83","Mercer County v. Hacket","1864-01-18"
"68 U.S. 97","Bayne v. Morris","1863-12-21"
"68 U.S. 99","Burr v. Des Moines R. & Nav. Co","1864-02-01"
"68 U.S. 104","United States v. Sepulveda","1864-02-08"
"68 U.S. 109","Minnesota v. Bachelder","1864-01-18"
"68 U.S. 116","Bridge Proprietors v. Hoboken Co","1864-02-08"
"68 U.S. 155","Jones v. Morehead","1864-04-04"
"68 U.S. 166","Sweeny v. Easter","1864-04-18"
"68 U.S. 175","Gelpcke v. Dubuque","1864-01-11"
"68 U.S. 220","Gelpcke v. Dubuque","1864-01-11"
"68 U.S. 221","Gelpcke v. Duguque","1864-01-11"
"68 U.S. 223","Baldwin v. Hale","1864-01-11"
"68 U.S. 234","Baldwin v. Bank of Newbury","1864-01-11"
"68 U.S. 243","Ex Parte Vallandigham","1864-02-15"
"68 U.S. 254","Dunham v. Cincinnati, P. & C. R. Co","1864-02-15"
"68 U.S. 269","Sturgis v. Clough","1864-02-08"
"68 U.S. 272","Seybert v. Pittsburg","1864-01-18"
"68 U.S. 274","Gregg v. Von Phul","1864-01-11"
"68 U.S. 282","Malarin v. United States","1864-02-15"
"68 U.S. 291","Van Hostrup v. Madison City","1864-01-11"
"68 U.S. 298","Miller v. Tiffany","1864-01-11"
"68 U.S. 311","United States v. D'Aguirre","1864-02-15"
"68 U.S. 317","Godfrey v. Eames","1864-04-18"
"68 U.S. 326","United States v. Johnson","1864-02-15"
"68 U.S. 330","Jones v. Green","1864-01-19"
"68 U.S. 333","Baker v. Gee","1864-02-01"
"68 U.S. 337","Lee v. Watson","1864-01-25"
"68 U.S. 340","Bloomer v. Millinger","1864-02-08"
"68 U.S. 352","United States v. Auguisola","1864-02-23"
"68 U.S. 359","Schuchardt v. Allens","1864-03-28"
"68 U.S. 371","Hardy v. Johnson","1863-12-28"
"68 U.S. 375","Iasigi v. Collector","1864-04-18"
"68 U.S. 384","Meyer v. City of Muscatine","1864-02-01"
"68 U.S. 398","Woods v. Freeman","1864-01-11"
"68 U.S. 400","United States v. Moreno","1864-03-07"
"68 U.S. 405","Bronson v. La Cross & Milwaukee R. Co","1864-02-23"
"68 U.S. 412","United States v. Yorba","1864-03-07"
"68 U.S. 424","Niswanger v. Saunders","1864-02-15"
"68 U.S. 439","United States v. Halleck","1864-04-11"
"68 U.S. 456","Insurance Cos. v. Wright","1864-01-04"
"68 U.S. 486","Homer v. Collector","1864-04-18"
"68 U.S. 491","Turrill v. Michigan S. & N. I. R. Co","1864-04-11"
"68 U.S. 512","Roosevelt v. Meyer","1863-12-21"
"68 U.S. 518","Wheeler v. Sage","1864-03-28"
"68 U.S. 531","Burr v. Duryee","1864-03-28"
"68 U.S. 579","Burr v. Duryee","1864-03-28"
"68 U.S. 582","Rodrigues v. United States","1864-04-18"
"68 U.S. 592","Pomeroy's Lessee v. State Bank of Indiana","1864-03-07"
"68 U.S. 604","Spain v. Hamilton's Administrator","1864-02-29"
"68 U.S. 627","Gray v. Brignardello","1864-04-18"
"68 U.S. 637","Beaver v. Taylor","1864-02-15"
"68 U.S. 644","Rogers v. Marshal","1864-04-18"
"68 U.S. 655","Blossom v. Milwaukee & Chicago R. Co","1864-04-11"
"68 U.S. 658","United States v. Vallejo","1864-04-11"
"68 U.S. 660","White v. United States","1864-04-18"
"68 U.S. 684","Parker v. Phetteplace","1864-04-11"
"68 U.S. 690","United States v. Gomez","1864-04-18"
"68 U.S. 702","Houghton v. Jones","1863-12-28"
"68 U.S. 706","United States v. Morillo","1864-02-29"
"68 U.S. 710","United States v. Estudillo","1864-04-18"
"68 U.S. 721","Romero v. United States","1864-02-29"
"68 U.S. 745","United States v. Workman","1864-04-18"
"68 U.S. 766","United States v. Carey Jones","1864-04-18"
"69 U.S. 1","Dermott v. Jones","1865-01-09"
"69 U.S. 10","Hawthorne v. Calef","1865-01-16"
"69 U.S. 24","Drury v. Foster","1865-01-23"
"69 U.S. 35","Miles v. Caldwell","1865-01-03"
"69 U.S. 45","Tool Co. v. Norris","1865-02-27"
"69 U.S. 56","Gregg v. Forsyth","1865-01-23"
"69 U.S. 57","Banks v. Ogden","1865-02-06"
"69 U.S. 70","Brooks v. Martin","1864-03-21"
"69 U.S. 87","Badger v. Badger","1865-02-06"
"69 U.S. 96","Brobst v. Brobst","1865-03-10"
"69 U.S. 97","Day v. Gallup","1865-02-13"
"69 U.S. 106","Humiston v. Stainthorp","1865-03-10"
"69 U.S. 110","Murray v. Lardner","1865-02-20"
"69 U.S. 123","Heckers v. Fowler","1865-01-03"
"69 U.S. 134","Ex Parte Dugan","1865-02-27"
"69 U.S. 135","The Circassian","1865-01-30"
"69 U.S. 160","Freeborn v. Smith","1865-03-10"
"69 U.S. 177","Sheets v. Selden's Lessee","1865-02-06"
"69 U.S. 191","Chittenden v. Brewster","1865-02-06"
"69 U.S. 198","Campbell v. Read","1865-01-23"
"69 U.S. 200","Bank Tax Case","1865-01-30"
"69 U.S. 210","Florentine v. Barton","1865-01-23"
"69 U.S. 218","Cooke v. United States","1864-12-28"
"69 U.S. 219","Smith v. United States","1865-01-30"
"69 U.S. 237","Miller v. Sherry","1865-02-06"
"69 U.S. 252","Marine Bank v. Fulton Bank","1865-01-23"
"69 U.S. 258","The Venice","1865-02-27"
"69 U.S. 279","Pico v. United States","1865-02-13"
"69 U.S. 283","Bronson v. La Crosse & Milwaukee R. Co","1864-02-23"
"69 U.S. 313","Ransom v. Williams","1865-01-30"
"69 U.S. 320","Case v. Brown","1865-01-31"
"69 U.S. 328","Harvey v. Tyler","1865-02-27"
"69 U.S. 350","The Slavers (Kate)","1865-03-08"
"69 U.S. 366","The Slavers (Sarah)","1865-03-10"
"69 U.S. 375","The Slavers (Weathergage)","1865-03-10"
"69 U.S. 383","The Slavers (Reindeer)","1865-03-10"
"69 U.S. 403","Albany Bridge Case","1865-02-27"
"69 U.S. 404","Mrs. Alexander's Cotton","1865-03-10"
"69 U.S. 423","Tobey v. Leonards","1865-02-13"
"69 U.S. 440","Milwaukie & Minnesota R. Co. v. Soutter","1865-02-20"
"69 U.S. 444","United States v. Billing","1865-02-13"
"69 U.S. 450","Steamship Co. v. Joliffe","1865-01-30"
"69 U.S. 474","The Baigorry","1865-03-08"
"69 U.S. 481","The Andromeda","1865-02-13"
"69 U.S. 491","Kutter v. Smith","1865-02-06"
"69 U.S. 501","Levy Court v. Coroner","1865-02-13"
"69 U.S. 510","Milwaukie & Minnesota R. Co. v. Soutter","1865-03-10"
"69 U.S. 525","United States v. Stone","1865-01-09"
"69 U.S. 538","The Ann Caroline","1865-02-06"
"69 U.S. 550","The Morning Light","1865-02-20"
"69 U.S. 561","Gordon v. United States","1865-03-10"
"69 U.S. 562","The Sutter Case","1865-03-08"
"69 U.S. 587","United States v. Pacheco","1865-02-20"
"69 U.S. 591","Read v. Bowman","1865-01-30"
"69 U.S. 605","Hogan v. Page","1865-02-13"
"69 U.S. 609","Minnesota Co. v. St. Paul Co","1865-03-10"
"69 U.S. 649","The Fossat or Quicksilver Mine Case","1864-04-04"
"69 U.S. 728","Lowber v. Bangs","1865-01-16"
"69 U.S. 759","Ex Parte Fleming","1865-03-10"
"70 U.S. 1","Lovejoy v. Murray","1866-02-05"
"70 U.S. 20","The Plymouth","1866-02-05"
"70 U.S. 37","The Kimball","1866-01-15"
"70 U.S. 46","Castro v. United States","1866-02-19"
"70 U.S. 51","The Binghamton Bridge","1866-02-05"
"70 U.S. 83","The Josephine","1866-01-15"
"70 U.S. 93","Sheboygan Co. v. Parker","1866-01-02"
"70 U.S. 97","Sparrow v. Strong","1866-01-08"
"70 U.S. 106","Lewis v. Campau","1866-03-12"
"70 U.S. 107","York Co. v. Central R. Co","1866-02-26"
"70 U.S. 114","Cliquot's Champagne","1866-02-05"
"70 U.S. 145","Fennerstein's Champagne","1866-02-05"
"70 U.S. 150","Walker v. The Transportation Co","1866-02-26"
"70 U.S. 155","The Thompson","1866-01-15"
"70 U.S. 164","The Louisiana","1866-01-29"
"70 U.S. 175","Blackburn v. Crawfords","1866-03-05"
"70 U.S. 196","Blossom v. Railroad Co","1866-01-02"
"70 U.S. 210","Turnpike Co. v. State","1866-03-05"
"70 U.S. 214","The Cornelius","1866-01-29"
"70 U.S. 225","The Convoy's Wheat","1866-03-12"
"70 U.S. 231","The Cheshire","1866-03-05"
"70 U.S. 236","Territory v. Lockwood","1866-01-02"
"70 U.S. 240","City v. Babcock","1865-12-18"
"70 U.S. 245","Blanchard v. Brown","1866-01-22"
"70 U.S. 250","Daniels v. Railroad Co","1866-03-26"
"70 U.S. 257","Newell v. Norton and Ship","1866-04-03"
"70 U.S. 268","The Ottawa","1866-02-19"
"70 U.S. 275","Cincinnati City v. Morgan","1866-02-13"
"70 U.S. 294","Havemeyer v. Iowa County","1866-01-02"
"70 U.S. 304","Mining Co. v. Boggs","1866-04-03"
"70 U.S. 310","The Granite State","1866-03-05"
"70 U.S. 315","Suffolk Co. v. Hayden","1866-01-22"
"70 U.S. 320","Cheang-Kee v. United States","1866-01-22"
"70 U.S. 327","Thomson v. Lee County","1866-03-05"
"70 U.S. 332","Minnesota Co. v. National Co","1866-01-02"
"70 U.S. 334","Buck v. Colbath","1866-04-03"
"70 U.S. 347","McAndrews v. Thatcher","1866-02-13"
"70 U.S. 377","Brown v. Tarkington","1866-04-03"
"70 U.S. 382","McGuire v. Commonwealth","1866-02-19"
"70 U.S. 387","McGuire v. Commonwealth","1866-03-26"
"70 U.S. 396","Comstock v. Crawford","1866-01-02"
"70 U.S. 407","United States v. Holliday","1866-03-05"
"70 U.S. 420","De Sobry v. Nicholson","1866-04-03"
"70 U.S. 424","Barrel v. Transportation Co","1866-02-19"
"70 U.S. 425","The Iron-clad Atlanta","1866-04-03"
"70 U.S. 434","Peralta v. United States","1866-03-26"
"70 U.S. 441","United States v. Cutting","1866-03-26"
"70 U.S. 445","United States v. Fisk","1866-03-26"
"70 U.S. 448","Green v. Van Buskerk","1866-03-26"
"70 U.S. 451","The Sally Magee","1866-03-12"
"70 U.S. 460","Simpson & Co. v. Dall","1866-04-03"
"70 U.S. 478","Beard v. Federy","1866-01-29"
"70 U.S. 495","Bank for Savings v. Collector","1866-03-12"
"70 U.S. 514","The Bermuda","1866-03-12"
"70 U.S. 559","The Hart","1866-03-26"
"70 U.S. 560","Bollinger's Champagne","1866-01-29"
"70 U.S. 564","The Douro","1866-02-26"
"70 U.S. 566","The Mohawk","1866-01-29"
"70 U.S. 573","Van Allen v. Assessors","1866-03-26"
"70 U.S. 603","The Admiral","1866-01-15"
"70 U.S. 617","The Reform","1866-01-29"
"70 U.S. 636","Younge v. Guilbeau","1866-04-03"
"70 U.S. 642","United States v. Scott","1866-03-19"
"70 U.S. 649","United States v. Murphy","1866-03-19"
"70 U.S. 654","Rogers v. Burlington","1866-01-29"
"70 U.S. 673","United States v. Circuit Judges","1866-01-29"
"70 U.S. 687","Merriam v. Haas","1864-02-23"
"70 U.S. 688","United States v. Dashiel","1866-04-03"
"70 U.S. 704","Minnesota Co. v. Chamberlain","1866-04-03"
"70 U.S. 713","Gilman v. Philadelphia","1866-01-29"
"70 U.S. 744","Secrist v. Green","1866-02-13"
"70 U.S. 752","United States v. Gomez","1866-03-19"
"70 U.S. 768","The Herald","1866-02-05"
"70 U.S. 774","Dehon v. Bernal","1866-02-13"
"71 U.S. 1","Stearns v. United States","1867-04-18"
"71 U.S. 2","Brobst v. Brobst","1867-01-22"
"71 U.S. 2","Ex Parte Milligan","1866-04-03"
"71 U.S. 143","McGee v. Mathis","1866-12-26"
"71 U.S. 158","United States v. Hoffman","1867-01-14"
"71 U.S. 163","Walker v. United States","1866-12-26"
"71 U.S. 165","Brown v. Wiley","1867-01-21"
"71 U.S. 172","Locke v. New Orleans","1867-01-03"
"71 U.S. 174","Sturdy v. Jackaway","1867-01-23"
"71 U.S. 177","Railroad Co. v. Rock","1867-01-21"
"71 U.S. 182","United States v. Dashiel","1866-12-26"
"71 U.S. 186","United States v. Allsbury","1866-12-26"
"71 U.S. 187","Leftwitch v. Lecanu","1867-01-28"
"71 U.S. 189","Mayor v. Sheffield","1867-02-13"
"71 U.S. 196","Christy v. Pridgeon","1866-12-26"
"71 U.S. 204","Lanfear v. Hunley","1866-12-26"
"71 U.S. 210","Witherspoon v. Duncan","1867-01-07"
"71 U.S. 220","Rutherford v. Geddes","1867-01-07"
"71 U.S. 224","Evans v. Patterson","1867-02-04"
"71 U.S. 232","Hughes v. United States","1866-12-17"
"71 U.S. 237","Mitchell v. St. Maxent's Lessee","1866-12-26"
"71 U.S. 244","People v. Commissioners","1867-01-07"
"71 U.S. 259","Graham v. United States","1867-01-03"
"71 U.S. 262","Brown v. Bass","1867-01-03"
"71 U.S. 270","Mitchell v. Burlington","1867-01-07"
"71 U.S. 275","Larned v. Burlington","1867-01-07"
"71 U.S. 277","Cummings v. Missouri","1867-01-14"
"71 U.S. 333","Ex Parte Garland","1867-01-14"
"71 U.S. 399","Barrows v. Kindred","1867-01-21"
"71 U.S. 404","United States v. Hathaway","1867-02-04"
"71 U.S. 408","United States v. Quimby","1867-02-04"
"71 U.S. 409","Gilman v. Lockwood","1867-02-26"
"71 U.S. 411","The Moses Taylor","1867-02-04"
"71 U.S. 431","Semple v. Hagar","1867-02-04"
"71 U.S. 435","Supervisors v. United States","1867-02-13"
"71 U.S. 447","Davidson v. Lanier","1867-01-14"
"71 U.S. 458","Davidson v. Lanier","1867-01-14"
"71 U.S. 459","Bradley v. People","1867-02-26"
"71 U.S. 463","Thompson v. Bowie","1867-02-18"
"71 U.S. 475","Mississippi v. Johnson","1867-04-15"
"71 U.S. 502","Saulet v. Shepherd","1867-04-15"
"71 U.S. 509","Bentley v. Coyne","1867-04-22"
"71 U.S. 513","Purcell v. Miner","1867-02-26"
"71 U.S. 519","Purcell v. Miner","1867-04-29"
"71 U.S. 522","Commissioner of Patents v. Whiteley","1867-01-03"
"71 U.S. 535","Von Hoffman v. City of Quincy","1867-02-04"
"71 U.S. 555","The Hine v. Trevor","1867-04-22"
"71 U.S. 572","Newell v. Nixon","1866-12-17"
"71 U.S. 584","Sparrow v. Strong","1867-02-04"
"71 U.S. 598","Bell v. Railroad Co","1867-01-03"
"71 U.S. 603","Ryan v. Thomas","1867-04-29"
"71 U.S. 605","Pearson v. Duane","1867-04-15"
"71 U.S. 617","Ware v. United States","1867-01-28"
"71 U.S. 634","The Nassau","1867-02-04"
"71 U.S. 642","United States v. Le Baron","1866-12-17"
"71 U.S. 650","Railroad Co. v. Lindsay","1866-12-26"
"71 U.S. 657","Robbins v. Chicago City","1867-02-18"
"71 U.S. 680","United States v. McMasters","1866-12-17"
"72 U.S. 1","The Springbok","1867-01-03"
"72 U.S. 28","The Peterhoff","1867-04-15"
"72 U.S. 62","United States v. Weed","1867-02-18"
"72 U.S. 74","Watson v. Sutherland","1867-04-22"
