nameAdvocate,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Lisa S. Blatt,,1998-04-22,"Forney v. Apfel, 524 U.S. 266 (1998)",1997 J. Sup. Ct. U.S. 740,,,
Juanita Madole,,1998-04-27,"Dooley v. Korean Airlines Company, 524 U.S. 116 (1998)",1997 J. Sup. Ct. U.S. 759,,,
Barbara D. Underwood,,1998-10-07,"Wright v. Universal Maritime Service Corporation, 525 U.S. 70 (1998)",1998 J. Sup. Ct. U.S. 174 ,,,
Dianne Munns,,1998-10-13,"AT&T Corporation v. Iowa Utilities Board, 525 U.S. 366 (1999)",1998 J. Sup. Ct. U.S. 204,,,
Gale A. Norton,,1998-10-14,"Buckley v. American Constitutional Law Foundation, Inc., 525 U.S. 182 (1999)",1998 J. Sup. Ct. U.S. 206,,,
Lisa S. Blatt,,1998-11-02,"Hughes Aircraft Company v. Jacobson, 525 U.S. 432 (1999)",1998 J. Sup. Ct. U.S. 253,,,
Patricia A. Millett,,1998-11-02,"Bank of American v. 203 North LaSalle Partnership, 526 U.S. 434 (1999)",1998 J. Sup. Ct. U.S. 253,,,
Bridget A. Chambers,"Asst. Atty General, Iowa",1998-11-03,"Knowles v. Iowa, 525 U.S. 113 (1998)",1998 J. Sup. Ct. U.S. 256,,,
Susan L. Seitz,,1998-11-04,"Cedar Rapids Community School District v. Garret F., 526 U.S. 66 (1999)",1998 J. Sup. Ct. U.S. 258,,,
Beth S. Brinkmann,,1998-11-04,"Cedar Rapids Community School District v. Garret F., 526 U.S. 66 (1999)",1998 J. Sup. Ct. U.S. 258,,,
Barbara D. Underwood,,1998-11-09,"Holloway v. United States, 526 U.S. 1 (1999)",1998 J. Sup. Ct. U.S. 279,,,
Diane W. Wilson,,1998-11-10,"El Al Airlines v. Tsui Yuan Tseng, 525 U.S. 155 (1999)",1998 J. Sup. Ct. U.S. 281,,,
Maureen E. Mahoney,,1998-11-30,"Department of Commerce v. United States House of Representative s, 525 U.S. 316 (1999)",1998 J. Sup. Ct. U.S. 337,,,
Barbara B. McDowell,,1998-12-02,"Minnesota v. Mile Lacs Band of Chippewa Indians, 526 U.S. 172 (1999)",1998 J. Sup. Ct. U.S. 341,,,
Diana L. Gustin,,1998-12-02,"Your Home Visiting Nurses Services, Inc. v. Shalala, 525 U.S. 449 (1999)",1998 J. Sup. Ct. U.S. 341,,,
Lisa S. Blatt,,1998-12-02,"Your Home Visiting Nurses Services, Inc. v. Shalala, 525 U.S. 449 (1999)",1998 J. Sup. Ct. U.S. 341,,,
Beth S. Brinkmann,,1998-12-08,"Arizona Department of Revenue v. Blaze Construction Company, 526 U.S. 32 (1999)",1998 J. Sup. Ct. U.S. 366,,,
Verna L. Williams,,1999-01-12,"Davis v. Monroe County Board of Education, 526 U.S. 629 (1999)",1998 J. Sup. Ct. U.S. 445,,,
Barbara D. Underwood,,1999-01-12,"Davis v. Monroe County Board of Education, 526 U.S. 629 (1999)",1998 J. Sup. Ct. U.S. 445,,,
Barbara B. McDowell,,1999-01-12,"Wyoming v. Houghton, 526 U.S. 295 (1999)",1998 J. Sup. Ct. U.S. 445,,,
Donna D. Domonkos,,1999-01-12,"Wyoming v. Houghton, 526 U.S. 295 (1999)",1998 J. Sup. Ct. U.S. 445,,,
Loralyn McKinley,,1999-01-19,"American Manufacturers ' Mutual Insurance Company v. Sullivan, 526 U.S. 40 (1999)",1998 J. Sup. Ct. U.S. 473,,,
Deborah A. Smith,,1999-03-01,"Murphy Brothers, Inc. v. Michette Pipe Stringing, Inc., 526 U.S. 344 (1999)",1998 J. Sup. Ct. U.S. 591,,,
Patricia A. Millett,,1999-03-03,"INS v. Aguirre-Aguirre, 526 U.S. 415 (1999)",1998 J. Sup. Ct. U.S. 596,,,
Nadine K. Wettstein,,1999-03-03,"INS v. Aguirre-Aguirre, 526 U.S. 415 (1999)",1998 J. Sup. Ct. U.S. 596,,,
Pamela A. Rumpz,,1999-03-03,"Strickler v. Greene, 527 U.S. 263 (1999)",1998 J. Sup. Ct. U.S. 596,,,
Carolyn M. Snurkowski,,1999-03-23,"Florida v. White, 526 U.S. 559 (1999)",1998 J. Sup. Ct. U.S. 662,,,
Katherine P. Baldwin,,1999-03-29,"Lilly v. Virginia, 527 U.S. 116 (1999)",1998 J. Sup. Ct. U.S. 682,,,
Deborah A. LaBelle,,1999-03-30,"Martin v. Hadix, 527 U.S. 343 (1999)",1998 J. Sup. Ct. U.S. 684,,,
Beverly P. Downing,,1999-04-21,"Olmstead v. L.C., 527 U.S. 581 (1999)",1998 J. Sup. Ct. U.S. 744,,,
Barbara B. McDowell,,1999-04-26,"West v. Gibson, 527 U.S. 212 (1999)",1998 J. Sup. Ct. U.S. 762,,,
Patricia A. Brannan,,1999-04-26,"Reno v. Bossier Parish School Board, 528 U.S. 320 (2000)",1998 J. Sup. Ct. U.S. 762,,,
Barbara D. Underwood,,1999-04-27,"Greater New Orleans Broadcasting Ass'n, Inc. v. United States, 527 U.S. 173 (1999)",1998 J. Sup. Ct. U.S. 764,,,
Corbett Gordon,,1999-04-28,"Albertson's, Inc. v. Kirkingburg, 527 U.S. 555 (1999)",1998 J. Sup. Ct. U.S. 766,,,
Carol F. Jorstad,,1999-10-05,"Smith v. Robbins, 528 U.S. 259 (2000)",1999 J. Sup. Ct. U.S. 176,,,
Patricia A. Brannan,,1999-10-06,"Reno v. Bossier Parish School Board, 528 U.S. 320 (2000)",1999 J. Sup. Ct. U.S. 178,,,
Barbara D. Underwood,,1999-10-13,"Kimel v. Florida Board of Regents, 528 U.S. 62 (2000)",1999 J. Sup. Ct. U.S. 216,,,
Beverly Van Ness,,1999-11-01,"Portuondo v. Agard, 529 U.S. 61 (2000)",1999 J. Sup. Ct. U.S. 292,,,
Lisa S. Blatt,,1999-11-02,"New York v. Hill, 528 U.S. 110 (2000)",1999 J. Sup. Ct. U.S. 294,,,
Susan K. Ullman,,1999-11-09,"Board of Regents, University of Wisconsin System v. Southworth, 529 U.S. 217 (2000)",1999 J. Sup. Ct. U.S. 313,,,
Beth S. Brinkmann,,1999-11-30,"Carmell v. Texas, 529 U.S. 513 (2000)",1999 J. Sup. Ct. U.S. 382,,,
Barbara D. Underwood,,1999-12-01,"Mitchell v. Helms, 530 U.S. 793 (2000)",1999 J. Sup. Ct. U.S. 384,,,
Barbara B. McDowell,,1999-12-08,"United States v. Johnson, 529 U.S. 53 (2000)",1999 J. Sup. Ct. U.S. 411,,,name originally spelled Barbara D. McDowell
Susan S. Wagner,,2000-01-10,"Cortez Byrd Chips, Inc. v. Harbert Construction Company, 529 U.S. 193 (2000)",1999 J. Sup. Ct. U.S. 480,,,
Julie Goldscheid,,2000-01-11,"United States v. Morrison, 529 U.S. 598 (2000)",1999 J. Sup. Ct. U.S. 484,,,
Elizabeth S. Kertscher,,2000-01-11,"Garner v. Jones, 529 U.S. 244 (2000)",1999 J. Sup. Ct. U.S. 484,,,
Catherine W. Smith,,2000-01-12,"Troxel v. Granville, 530 U.S. 57 (2000)",1999 J. Sup. Ct. U.S. 486,,,
Christine A. Hogan,,2000-01-18,"Weisgram v. Marley Company, 528 U.S. 440 (2000)",1999 J. Sup. Ct. U.S. 518,,,
Barbara D. Underwood,,2000-01-19,"Hill v. Colorado, 530 U.S. 703 (2000)",1999 J. Sup. Ct. U.S. 522,,,
Lisa S. Blatt,,2000-02-22,"Fischer v. United States, 529 U.S. 667 (2000)",1999 J. Sup. Ct. U.S. 610,,,
Rita LaLumia,,2000-02-22,"Johnson v. United States, 529 U.S. 694 (2000)",1999 J. Sup. Ct. U.S. 610,,,
M. Carolyn Fuentes,,2000-02-29,"Bond v. United States, 529 U.S. 334 (2000)",1999 J. Sup. Ct. U.S. 637,,,
Patricia A. Millett,,2000-03-01,"Norfolk Southern Railway Company v. Shanklin, 529 U.S. 344 (2000)",1999 J. Sup. Ct. U.S. 640,,,
Barbara B. McDowell,,2000-03-20,"Ohler v. United States, 529 U.S. 753 (2000)",1999 J. Sup. Ct. U.S. 699,,,
Patricia A. Millett,,2000-03-21,"Reeves v. Sanderson Plumbing Products, Inc., 530 U.S. 133 (2000)",1999 J. Sup. Ct. U.S. 702,,,
Debra J. Dixon,,2000-03-27,"Nelson v. Adams USA, Inc., 529 U.S. 460 (2000)",1999 J. Sup. Ct. U.S. 722,,,
Lisa S. Gochman,"Deputy Atty General, New Jersey",2000-03-28,"Apprendi v. New Jersey, 530 U.S. 466 (2000)",1999 J. Sup. Ct. U.S. 724,,,
Sarah H. Bohr,,2000-03-28,"Sims v. Apfel, 530 U.S. 103 (2000)",1999 J. Sup. Ct. U.S. 724,,,
Beth S. Brinkmann,,2000-04-17,"Harris Trust & Savings Bank v. Salomon Smith Barney, Inc., 530 U.S. 238 (2000)",1999 J. Sup. Ct. U.S. 784,,,
Barbara D. Underwood,,2000-04-18,"Miller v. French, 530 U.S. 327 (2000)",1999 J. Sup. Ct. U.S. 788,,,
Katherine P. Baldwin,,2000-04-18,"Ramdass v. Angelone, 530 U.S. 156 (2000)",1999 J. Sup. Ct. U.S. 789,,,
Patricia A. Millett,,2000-10-03,"Indianapolis v. Edmond, 531 U.S. 32 (2000)",2000 J. Sup Ct. U.S. 169,,,
Priscilla J. Smith,,2000-10-04,"Ferguson v. Charleston, 532 U.S. 67 (2001)",2000 J. Sup Ct. U.S. 172,,,
Barbara D. Underwood,,2000-10-11,"Brentwood Academy v. Tennessee Secondary School Athletic Association, 531 U.S. 288 (2001)",2000 J. Sup Ct. U.S. 206,,,
Beth S. Brinkmann,,2000-10-30,"Lopez v. Davis, 531 U.S. 230 (2001)",2000 J. Sup Ct. U.S. 257,,,
Maureen A. Hart,,2000-10-31,"Special Commitment Center v. Young, 531 U.S. 250 (2001) ",2000 J. Sup Ct. U.S. 260,,,
Deannae F. Jones,,2000-11-01,"Illinois v. McArthur, 531 U.S. 326 (2001)",2000 J. Sup Ct. U.S. 261,,,
Barbara D. Underwood,,2000-11-06,"Cook v. Gralike, 531 U.S. 510 (2001)",2000 J. Sup Ct. U.S. 280,,,
Judith L. French,,2000-11-07,"Administrator of Environmental Protection Agency v. American Trucking Administrator, 531 U.S. 457 (2001)",2000 J. Sup Ct. U.S. 28,,,
Barbara B. McDowell,,2000-11-08,"Egelhoff v. Egelhoff, 532 U.S. 141 (2001)",2000 J. Sup Ct. U.S. 284,,,
Martha F. Davis,,2001-01-09,"Tuan Anh Nguyen v. Immigration and Naturalization Service, 533 U.S. 53 (2001)",2000 J. Sup Ct. U.S. 496,,,
Patricia A. Millett,,2001-01-16,"Shaw v. Murphy, 532 U.S. 223 (2001)",2000 J. Sup Ct. U.S. 519,,,
Lisa S. Blatt,,2001-01-16,"Texas v. Cobb, 532 U.S. 162 (2001)",2000 J. Sup Ct. U.S. 519,,,
Barbara D. Underwood,,2001-01-17,"PGA Tour v. Martin, 532 U.S. 661 (2001)",2000 J. Sup Ct. U.S. 522,,,
Beth S. Brinkmann,,2001-02-27,"Buckhannon Board and Care Home v. West Virginia Department of Health and Human Resources, 532 U.S. 598 (2001)",2000 J. Sup Ct. U.S. 650,,,
Barbara D. Underwood,,2001-02-28,"Federal Election Commission v. Colorado Republican Federal Campaign Committee, 533 U.S. 431 (2001)",2000 J. Sup Ct. U.S. 652,,,
Nancy Winkelman,,2001-03-20,"Booth v. Churner, 532 U.S. 731 (2001)",2000 J. Sup Ct. U.S. 720,,,
Barbara B. McDowell,,2001-03-21,"Nevada v. Hicks, 533 U.S. 353 (2001)",2000 J. Sup Ct. U.S. 722,,,
Preeta D. Bansal,,2001-03-26,"Great Meadow Correctional Facility v. Walker, 533 U.S. 167 (2001)",2000 J. Sup Ct. U.S. 745,,,
Deborah W. Loewenberg,,2001-03-26,"Great Meadow Correctional Facility v. Walker, 533 U.S. 167 (2001)",2000 J. Sup Ct. U.S. 745,,,
Beth S. Brinkmann,,2001-03-27,"Atkinson Trading Company Inc. v. Shirley, 532 U.S. 645 (2001)",2000 J. Sup Ct. U.S. 747,,,
Barbara D. Underwood,,2001-03-28,"United States v. Oakland Cannabis Buyers' Cooperative and Jeffrey Jones, 532 U.S. 483 (2001)",2000 J. Sup Ct. U.S. 749,,,
Leslie J. Ludtke,,2001-04-16,"State of New Hampshire v. State of Maine, 532 U.S. 742 (2001)",2000 J. Sup Ct. U.S. 809,,,
Barbara B. McDowell,,2001-04-17,"United States and Department of Agriculture, v. United Foods Inc., 533 U.S. 405 (2001)",2000 J. Sup Ct. U.S. 812,,,
Sandra Stewart,,2001-04-17,"Alabama v. Bozeman, 533 U.S. 146 (2001)",2000 J. Sup Ct. U.S. 812,,,
Kathleen L. Caldwell,,2001-04-28,"Pollard v. E. I. du Pont de Nemours & Company, 532 U.S. 843 (2001)",2000 J. Sup Ct. U.S. 833,,,
Barbara D. Underwood,,2001-04-25,"Altadis U.S.A. Inc. v. Reilly, 533 U.S. 525 (2001)",2000 J. Sup Ct. U.S. 838,,,
Cynthia J. Dodge,,2001-04-25,"Florida v. Robert A. Thomas, 532 U.S. 774 (2001)",2000 J. Sup Ct. U.S. 838,,,
Allison M. Zieve,,2001-10-29,"Dusenbery v. United States, 534 U.S. 161 (2002)",2001 J. Sup Ct. U.S. 307,,,
Bonnie I. Robin-Vergeer,,2001-10-29,"Lee v. Kemma, 534 U.S. 362 (2002)",2001 J. Sup Ct. U.S. 307,,,
Carla J. Stovall,,2001-10-30,"Kansas v. Crane, 534 U.S. 407 (2002)",2001 J. Sup Ct. U.S. 309,,,
Monica Knox,,2001-11-06,"United States v. Alphonso Vonn, 535 U.S. 55 (2002)",2001 J. Sup Ct. U.S. 315,,,
Hilary A. Fox,,2001-11-06,"United States v. Knights, 534 U.S. 112 (2001)",2001 J. Sup Ct. U.S. 315,,,
Barbara B. McDowell,,2001-11-07,"Toyota Motor Manufacturing, Kentucky Inc. v. Williams, 534 U.S. 184 (2002)",2001 J. Sup Ct. U.S. 318,,,
Victoria A. Brambi,,2001-11-27,"United States v. Arvizu, 534 U.S. 266 (2002)",2001 J. Sup Ct. U.S. 374,,,
Ann E. Beeson,,2001-11-28,"Ashcroft v. American Civil Liberties Union, 535 U.S. 564 (2002)",2001 J. Sup Ct. U.S. 375,,,
Maureen M. Flanagan,,2001-12-03,"Wisconsin Department of Health and Family Services v. Blumer, 534 U.S. 473 (2002)",2001 J. Sup Ct. U.S. 390,,,
Claudia Center,,2001-12-03,"US Airways Inc. v. Barnett, 535 U.S. 391 (2002)",2001 J. Sup Ct. U.S. 391,,,
Barbara B. McDowell,,2001-12-05,"Mathias v. WorldCom Technologies Inc., 535 U.S. 682 (2002)",2001 J. Sup Ct. U.S. 393,,,
Barbara B. McDowell,,2001-12-05,"United States v. Public Service Commission of Maryland, 535 U.S. 635 (2002)",2001 J. Sup Ct. U.S. 393,,,
Susan S. Miller,,2001-12-05,"United States v. Public Service Commission of Maryland, 535 U.S. 635 (2002)",2001 J. Sup Ct. U.S. 393,,,
Lisa S. Blatt,,2002-01-08,"Edelman v. Lynchburg College, 535 U.S. 106 (2002)",2001 J. Sup Ct. U.S. 458,,,
Patricia A. Millett,,2002-01-09,"Young v. United States, 535 U.S. 43 (2002)",2001 J. Sup Ct. U.S. 460,,,
Pamela Y. Price,,2002-01-09,"National Railroad Passenger Corporation v. Morgan, 536 U.S. 101 (2002)",2001 J. Sup Ct. U.S. 460,,,
Lauren R. Brody,,2002-01-15,"Swierkiewicz v. Sorema N. A., 534 U.S. 506 (2002)",2001 J. Sup Ct. U.S. 480,,,
Kathryn L. Pryor,,2002-01-16,"Barnhart v. Walton, 535 U.S. 212 (2002)",2001 J. Sup Ct. U.S. 482,,,
Judith L. French,,2002-02-20,"Taylor v. Simmons-Harris, 536 U.S. 639 (2002)",2001 J. Sup Ct. U.S. 572,,,
Pamela A. Rumpz,,2002-02-20,"Atkins v. Virginia, 536 U.S. 304 (2002)",2001 J. Sup Ct. U.S. 572,,,
Devon Orland,,2002-02-25,"Lapides v. Board of Regents of the University System of Georgia, 535 U.S. 613 (2002)",2001 J. Sup Ct. U.S. 593,,,
Julie C. Parsley,,2002-02-25,"Lapides v. Board of Regents of the University System of Georgia, 535 U.S. 613 (2002)",2001 J. Sup Ct. U.S. 593,,,
Lisa S. Blatt,,2002-02-27,"Chevron U.S.A. Inc. v. Echazabal, 536 U.S. 73 (2002)",2001 J. Sup Ct. U.S. 598,,,
Jennifer K. Harbury,,2002-03-18,"Christopher v. Harbury, 536 U.S. 403 (2002)",2001 J. Sup Ct. U.S. 670,,,
Linda M. Meoli,,2002-03-19,"Board of Education of independent School District No. 92 of Pottawatomie County v. Earls, 536 U.S. 822 (2002)",2001 J. Sup Ct. U.S. 671,,,
Lisa S. Blatt,,2002-03-25,"Bell v. Cone, 535 U.S. 685 (2002)",2001 J. Sup Ct. U.S. 695,,,
Patricia A. Millett,,2002-03-26,"Devlin v. Scardelletti, 536 U.S. 1 (2002)",2001 J. Sup Ct. U.S. 697,,,
Gwendolyn Spivey,,2002-04-17,"United States v. Drayton, 536 U.S. 194 (2002)",2001 J. Sup Ct. U.S. 778,,,
Sarah L. Reid,,2002-04-17,"JPMorgan Chase Bank v. Traffic Stream (BVI) Infrastructure Limited, 536 U.S. 88 (2002)",2001 J. Sup Ct. U.S. 782,,,
Eileen J. O'Connor,,2002-04-22,"United States v. D'Italia, 536 U.S. 238 (2002)",2001 J. Sup Ct. U.S. 807,,,
Tracy J. Power,,2002-04-22,"United States v. D'Italia, 536 U.S. 238 (2002)",2001 J. Sup Ct. U.S. 807,,,
Janet Napolitano,,2002-04-22,"Ring v. Arizona, 536 U.S. 584 (2002)",2001 J. Sup Ct. U.S. 807,,,
Patricia A. Millett,,2002-04-24,"Gonzaga University v. Doe, 536 U.S. 273 (2002)",2001 J. Sup Ct. U.S. 811,,,
Beth S. Brinkmann,,2002-04-24,"Gonzaga University v. Doe, 536 U.S. 273 (2002)",2001 J. Sup Ct. U.S. 811,,,
Leslie A. Brueckner,,2002-10-15,"Sprietsma v. Mercury Marine, a Division of Brunswick Corporation, 537 U.S. 51 (2002)",2002 J. Sup Ct. U.S. 238,,,
Gena A. Bunn,,2002-10-16,"Miller-El v. Cockrell, 537 U.S. 322 (2003)",2002 J. Sup Ct. U.S. 240,,,
Iva C. Dougherty,,2002-11-04,"Sattazahn v. Pennsylvania, 537 U.S. 101 (2003)",2002 J. Sup Ct. U.S. 302,,,
Shelley R. Sadin,,2002-11-13,"Connecticut Department of Public Safety v. Doe, 538 U.S. 1 (2003)",2002 J. Sup Ct. U.S. 326,,,
Christine O. Gregoire,,2002-12-03,"Washington State Department of Social and Health Services v. Guardianship Estate of Danny Keffeler, 537 U.S. 371 (2003)",2002 J. Sup Ct. U.S. 416,,,
Patricia A. Millett,,2002-12-03,"Washington State Department of Social and Health Services v. Guardianship Estate of Danny Keffeler, 537 U.S. 371 (2003)",2002 J. Sup Ct. U.S. 416,,,
Teresa W. Roseborough,,2002-12-03,"Washington State Department of Social and Health Services v. Guardianship Estate of Danny Keffeler, 537 U.S. 371 (2003)",2002 J. Sup Ct. U.S. 416,,,
Fay Clayton,,2002-12-04,"Operation Rescue v. National Organization for Women, Inc., 537 U.S. 393 (2003)",2002 J. Sup Ct. U.S. 418,,,
Sheila L. Birnbaum,,2002-12-11,"State Farm Mutual Automobile Insurance Company v. Campbell, 538 U.S. 408 (2003)",2002 J. Sup Ct. U.S. 443,,,
Lisa S. Blatt,,2003-01-13,"Archer v. Warner, 538 U.S. 314 (2003)",2002 J. Sup Ct. U.S. 539,,,
Donnal M. Lach,,2003-01-14,"Cook County Illinois v. United States, 538 U.S. 119 (2003)",2002 J. Sup Ct. U.S. 541,,,
Elizabeth A. Johnson,,2003-01-14,"Kentucky Association of Health Plans Inc. v. Miller, 538 U.S. 329 (2003)",2002 J. Sup Ct. U.S. 542,,,
Judy Rabinovitz,,2003-01-15,"Demore v. Kim, 538 U.S. 510 (2003)",2002 J. Sup Ct. U.S. 544,,,
Cornelia T. L. Pillard,,2003-01-15,"Nevada Department of Human Resources v. Hibbs, 538 U.S. 721 (2003)",2002 J. Sup Ct. U.S. 544,,,
Janis S. McLean,,2003-01-23,"Woodford v. Garceau, 538 U.S. 202 (2003)",2002 J. Sup Ct. U.S. 564,,,
Lynne S. Coffin,,2003-01-23,"Woodford v. Garceau, 538 U.S. 202 (2003)",2002 J. Sup Ct. U.S. 564,,,
Lisa R. Eskow,,2003-02-26,"Roell v. Withrow, 538 U.S. 580 (2003)",2002 J. Sup Ct. U.S. 676,,,
Amanda Frost,,2003-02-26,"Roell v. Withrow, 538 U.S. 580 (2003)",2002 J. Sup Ct. U.S. 676,,,
Patricia A. Millett,,2003-03-24,"Wiggins v. Smith, 539 U.S. 510 (2003)",2002 J. Sup Ct. U.S. 779,,,
Deborah LaBelle,,2003-03-26,"Overton v. Bazzetta, 539 U.S. 126 (2003)",2002 J. Sup Ct. U.S. 784,,,
Barbara B. McDowell,,2003-03-31,"Inyo County v. Paiute-Shoshone Indians of the Bishop Community of the Bishop Colony, 538 U.S. 701 (2003)",2002 J. Sup Ct. U.S. 809,,,
Janet Gaard,,2003-03-31,"Stogner v. California, 539 U.S. 607 (2003)",2002 J. Sup Ct. U.S. 810,,,
Maureen E. Mahoney,,2003-04-01,"Grutter v. Bollinger, 539 U.S. 306 (2003)",2002 J. Sup Ct. U.S. 812,,,
Lisa S. Blatt,,2003-04-02,"Breuer v. Jim's Concrete of Brevard, Inc, 538 U.S. 691 (2003)",2002 J. Sup Ct. U.S. 813,,,
Dale M. Cendali,,2003-04-02,"Dastar Corporation v. Twentieth Century Fox Film Corporation, 539 U.S. 23 (2003)",2002 J. Sup Ct. U.S. 814,,,
Cornelia T. L. Pillard,,2003-04-22,"Green Tree Financial Corp v. Bazzle, 539 U.S. 444 (2003)",2002 J. Sup Ct. U.S. 876,,,
Barbara B. McDowell,,2003-04-22,"Ponderosa Dairy, Pahrump Dairy, Rockview Dairies, Inc. and D. Kuiper Dairy v. Lyons, 539 U.S. 59 (2003)",2002 J. Sup Ct. U.S. 876,,,
Lisa S. Blatt,,2003-04-28,"The Black and Decker Disability Plan v. Kenneth L. Nord, 538 U.S. 822 (2003)",2002 J. Sup Ct. U.S. 889,,,
Susan F. Zinn,,2003-10-07,"Frew v. Hawkins, 540 U.S. 431 (2004)",2003 J. Sup Ct. U.S. 176,,,
Nancy S. Forster,,2003-11-03,"Maryland v. Pringle, 540 U.S. 366 (2003)",2003 J. Sup Ct. U.S. 268,,,
Patricia A. Millett,,2003-11-05,"Illinois v. Lidster, 540 U.S. 419 (2004)",2003 J. Sup Ct. U.S. 272,,,
Lisa S. Blatt,,2003-11-10,"Lamie v. United States Trustee, 540 U.S. 526 (2004)",2003 J. Sup Ct. U.S. 290,,,
Barbara B. McDowell,,2003-11-12,"Olympic Airways v. Husain, 540 U.S. 644 (2004)",2003 J. Sup Ct. U.S. 292,,,
Corinne Beckwith,,2003-12-01,"Muhammad v. Close, 540 U. S. 749 (2004)",2003 J. Sup Ct. U.S. 355,,,
Narda Pierce,,2003-12-02,"Locke v. Davey, 540 U.S. 712 (2004)",2003 J. Sup Ct. U.S. 358,,,
Rebecca J. Harper,,2003-12-02,"Till v. SCS Credit Corporation, 541 U.S. 465 (2004)",2003 J. Sup Ct. U.S. 358,,,
Patricia A. Millett,,2003-12-03,"Office of Independent Counsel v. Favish, 541 U.S. 157 (2004)",2003 J. Sup Ct. U.S. 359,,,
Gena A. Bunn,,2003-12-08,"Banks v. Dretke, 540 U.S. 668 (2004)",2003 J. Sup Ct. U.S. 383,,,
Jill M. Wichlens,,2003-12-09,"United States v. Patane, 542 U.S. 630 (2004)",2003 J. Sup Ct. U.S. 385,,,
Karen K. Mitchell,,2003-12-09,"Missouri v. Seibert, 542 U.S. 600 (2004)",2003 J. Sup Ct. U.S. 386,,,
Amy M. Bartholow,,2003-12-09,"Missouri v. Seibert, 542 U.S. 600 (2004)",2003 J. Sup Ct. U.S. 386,,,
Theresa R. Wilson,,2004-01-21,"Iowa v. Tovar, 541 U.S. 77 (2004)",2003 J. Sup Ct. U.S. 506,,,
H. Candace Gorman,,2004-02-24,"Jones v. R. R. Donnelley & Sons Company, 541 U.S. 369 (2004)",2003 J. Sup Ct. U.S. 614-615,,,
Lisa S. Blatt,,2004-02-25,"United States v. Flores-Montano, 541 U.S. 149 (2004)",2003 J. Sup Ct. U.S. 619,,,
Barbara B. McDowell,,2004-02-28,"Household Credit Services Inc. and MBNA American Bank v. Pfennig, 541 U.S. 232 (2004)",2003 J. Sup Ct. U.S. 610,,,
Sylvia A. Goldsmith,,2004-02-28,"Household Credit Services Inc. and MBNA American Bank v. Pfennig, 541 U.S. 232 (2004)",2003 J. Sup Ct. U.S. 610,,,
Deborah J. Chuang,,2004-03-01,"Yarborough v. Alvarado, 541 U.S. 652 (2004)",2003 J. Sup Ct. U.S. 647,,,
Tara K. Allen,,2004-03-01,"Yarborough v. Alvarado, 541 U.S. 652 (2004)",2003 J. Sup Ct. U.S. 647,,,
Ann E. Beeson,,2004-03-02,"Ashcroft v. American Civil Liberties Union, 535 U.S. 564 (2002)",2003 J. Sup Ct. U.S. 650,,,
Myra D. Mossman,,2004-04-21,"United States v. Benitez, 542 U.S. 74 (2004)",2003 J. Sup Ct. U.S. 812,,,
Lisa M. Bassis,,2004-04-26,"Pliler v. Ford, 542 U.S. 225 (2004)",2003 J. Sup Ct. U.S. 834,,,
Jennifer Martinez,,2004-04-28,"Rumsfeld v. Padilla, 542 U.S. 426 (2004)",2003 J. Sup Ct. U.S. 840,,,
Rosemary Scapicchio,,2004-10-04,"United States v. Booker, 543 U.S. 220 (2004)",2004 J. Sup Ct. U.S. 148,,,
Patricia A. Millett,,2004-10-05,"KP Permanent Make-Up Inc. v. Lasting Impression I Inc., 543 U.S. 111 (2004)",2004 J. Sup Ct. U.S. 149,,,
Beth S. Brinkmann,,2004-10-05,"KP Permanent Make-Up Inc. v. Lasting Impression I Inc., 543 U.S. 111 (2004)",2004 J. Sup Ct. U.S. 149,,,
Christine S. Dahl,,2004-10-13,"Benitez v. Rozos, 543 U.S. 371 (2005)",2004 J. Sup Ct. U.S. 184,,,
Lisa S. Blatt,,2004-11-01,"Stewart v. Dutra Construction Company, 543 U.S. 481 (2005)",2004 J. Sup Ct. U.S. 245,,,
Frances T. Grunder,,2004-11-02,"Johnson v. California, 543 U.S. 499 (2005)",2004 J. Sup Ct. U.S. 248,,,
Patricia A. Millett,,2004-11-03,"Small v. United States, 544 U.S. 385 (2005)",2004 J. Sup Ct. U.S. 249,,,
Maureen A. Hart,,2004-11-08,"Devenpeck v. Alford, 543 U.S. 146 (2004)",2004 J. Sup Ct. U.S. 263,,,
Linda J. Thompson,,2004-11-08,"Shepard v. United States, 544 U.S. 13 (2005)",2004 J. Sup Ct. U.S. 263,,,
Laura W. Brill,,2004-11-09,"Pasquantino v. United States, 544 U.S. 349 (2005)",2004 J. Sup Ct. U.S. 265-266,,,
Lisa Madigan,,2004-11-10,"Illinois v. Caballes, 543 U.S. 405 (2005)",2004 J. Sup Ct. U.S. 267,,,
Andrea N. Cortina,,2004-11-10,"Brown v. Payton, 544 U.S. 133 (2005)",2004 J. Sup Ct. U.S. 267,,,
Sharon C. Samek,,2004-11-30,"Hall v. United States, 542 U. S. 88, 101 (2004)",2004 J. Sup Ct. U.S. 322,,,
Pamela S. Karlan,,2004-12-01,"Rousey v. Jacoway, 544 U.S. 320 (2005)",2004 J. Sup Ct. U.S. 324,,,
Coli C. McKiever,,2004-12-01,"Rousey v. Jacoway, 544 U.S. 320 (2005)",2004 J. Sup Ct. U.S. 324,,,
Cathryn A. Neaves,,2004-12-01,"Smith v. Massachusetts, 543 U.S. 462 (2005)",2004 J. Sup Ct. U.S. 324,,,
