term,usCite,caseTitle,audioTitle,docket,dateArgument,dateDecision,url,file,urlOyez,notes
"1989","495 U.S. 411","Hughey v. United States","Oral Argument - March 27, 1990","89-5691","1990-03-27","1990-05-21","https://api.oyez.org/case_media/oral_argument_audio/18836","/sources/oyez/transcripts/_files/1989/89-5691_18836_argument.json","https://api.oyez.org/cases/1989/89-5691",""
"1989","494 U.S. 738","Clemons v. Mississippi","Opinion Announcement - March 28, 1990","88-6873","1990-03-28","1990-03-28","https://api.oyez.org/case_media/opinion_announcement_audio/18571","/sources/oyez/transcripts/_files/1989/88-6873_18571_decision.json","https://api.oyez.org/cases/1989/88-6873",""
"1989","497 U.S. 547","Metro Broadcasting, Inc. v. Federal Communications Commission","Oral Argument - March 28, 1990","89-453","1990-03-28","1990-06-27","https://api.oyez.org/case_media/oral_argument_audio/18911","/sources/oyez/transcripts/_files/1989/89-453_18911_argument.json","https://api.oyez.org/cases/1989/89-453",""
"1989","497 U.S. 547","Metro Broadcasting, Inc. v. Federal Communications Commission","Oral Argument - March 28, 1990","89-700","1990-03-28","1990-06-27","https://api.oyez.org/case_media/oral_argument_audio/18391","/sources/oyez/transcripts/_files/1989/89-700_18391_argument.json","https://api.oyez.org/cases/1989/89-700",""
"1989","497 U.S. 199","Kansas v. UtiliCorp United Inc.","Oral Argument - April 16, 1990","88-2109","1990-04-16","1990-06-21","https://api.oyez.org/case_media/oral_argument_audio/19534","/sources/oyez/transcripts/_files/1989/88-2109_19534_argument.json","https://api.oyez.org/cases/1989/88-2109",""
"1989","497 U.S. 116","Maislin Industries, US, Inc. v. Primary Steel, Inc.","Oral Argument - April 16, 1990","89-624","1990-04-16","1990-06-21","https://api.oyez.org/case_media/oral_argument_audio/17989","/sources/oyez/transcripts/_files/1989/89-624_17989_argument.json","https://api.oyez.org/cases/1989/89-624",""
"1989","497 U.S. 871","Lujan v. National Wildlife Federation","Oral Argument - April 16, 1990","89-640","1990-04-16","1990-06-27","https://api.oyez.org/case_media/oral_argument_audio/19443","/sources/oyez/transcripts/_files/1989/89-640_19443_argument.json","https://api.oyez.org/cases/1989/89-640",""
"1989","494 U.S. 872","Employment Division, Department of Human Resources of Oregon v. Smith","Opinion Announcement - April 17, 1990","88-1213","1990-04-17","1990-04-17","https://api.oyez.org/case_media/opinion_announcement_audio/18031","/sources/oyez/transcripts/_files/1989/88-1213_18031_decision.json","https://api.oyez.org/cases/1989/88-1213",""
"1989","494 U.S. 827","Kaiser Aluminum & Chemical Corporation v. Bonjorno","Opinion Announcement - April 17, 1990","88-1595","1990-04-17","1990-04-17","https://api.oyez.org/case_media/opinion_announcement_audio/19646","/sources/oyez/transcripts/_files/1989/88-1595_19646_decision.json","https://api.oyez.org/cases/1989/88-1595",""
"1989","494 U.S. 775","National Labor Relations Board v. Curtin Matheson Scientific, Inc.","Opinion Announcement - April 17, 1990","88-1685","1990-04-17","1990-04-17","https://api.oyez.org/case_media/opinion_announcement_audio/18668","/sources/oyez/transcripts/_files/1989/88-1685_18668_decision.json","https://api.oyez.org/cases/1989/88-1685",""
"1989","494 U.S. 820","Yellow Freight System, Inc. v. Donnelly","Opinion Announcement - April 17, 1990","89-431","1990-04-17","1990-04-17","https://api.oyez.org/case_media/opinion_announcement_audio/18620","/sources/oyez/transcripts/_files/1989/89-431_18620_decision.json","https://api.oyez.org/cases/1989/89-431",""
"1989","497 U.S. 154","Portland Golf Club v. Commissioner of Internal Revenue","Oral Argument - April 17, 1990","89-530","1990-04-17","1990-06-21","https://api.oyez.org/case_media/oral_argument_audio/19623","/sources/oyez/transcripts/_files/1989/89-530_19623_argument.json","https://api.oyez.org/cases/1989/89-530",""
"1989","496 U.S. 325","Alabama v. White","Oral Argument - April 17, 1990","89-789","1990-04-17","1990-06-11","https://api.oyez.org/case_media/oral_argument_audio/18013","/sources/oyez/transcripts/_files/1989/89-789_18013_argument.json","https://api.oyez.org/cases/1989/89-789",""
"1989","495 U.S. 14","New York v. Harris","Opinion Announcement - April 18, 1990","88-1000","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/18460","/sources/oyez/transcripts/_files/1989/88-1000_18460_decision.json","https://api.oyez.org/cases/1989/88-1000",""
"1989","495 U.S. 33","Missouri v. Jenkins","Opinion Announcement - April 18, 1990","88-1150","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/18883","/sources/oyez/transcripts/_files/1989/88-1150_18883_decision.json","https://api.oyez.org/cases/1989/88-1150",""
"1989","495 U.S. 82","Venegas v. Mitchell","Opinion Announcement - April 18, 1990","88-1725","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/18533","/sources/oyez/transcripts/_files/1989/88-1725_18533_decision.json","https://api.oyez.org/cases/1989/88-1725",""
"1989","495 U.S. 1","Florida v. Wells","Opinion Announcement - April 18, 1990","88-1835","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/19206","/sources/oyez/transcripts/_files/1989/88-1835_19206_decision.json","https://api.oyez.org/cases/1989/88-1835",""
"1989","495 U.S. 91","Minnesota v. Olson","Opinion Announcement - April 18, 1990","88-1916","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/19014","/sources/oyez/transcripts/_files/1989/88-1916_19014_decision.json","https://api.oyez.org/cases/1989/88-1916",""
"1989","495 U.S. 103","Osborne v. Ohio","Opinion Announcement - April 18, 1990","88-5986","1990-04-18","1990-04-18","https://api.oyez.org/case_media/opinion_announcement_audio/19078","/sources/oyez/transcripts/_files/1989/88-5986_19078_decision.json","https://api.oyez.org/cases/1989/88-5986",""
"1989","497 U.S. 805","Idaho v. Wright","Oral Argument - April 18, 1990","89-260","1990-04-18","1990-06-27","https://api.oyez.org/case_media/oral_argument_audio/18137","/sources/oyez/transcripts/_files/1989/89-260_18137_argument.json","https://api.oyez.org/cases/1989/89-260",""
"1989","497 U.S. 836","Maryland v. Craig","Oral Argument - April 18, 1990","89-478","1990-04-18","1990-06-27","https://api.oyez.org/case_media/oral_argument_audio/18853","/sources/oyez/transcripts/_files/1989/89-478_18853_argument.json","https://api.oyez.org/cases/1989/89-478",""
"1989","497 U.S. 358","Sisson v. Ruby","Oral Argument - April 23, 1990","88-2041","1990-04-23","1990-06-25","https://api.oyez.org/case_media/oral_argument_audio/19164","/sources/oyez/transcripts/_files/1989/88-2041_19164_argument.json","https://api.oyez.org/cases/1989/88-2041",""
"1989","496 U.S. 154","Commissioner, Immigration and Naturalization Service v. Jean","Oral Argument - April 23, 1990","89-601","1990-04-23","1990-06-04","https://api.oyez.org/case_media/oral_argument_audio/18417","/sources/oyez/transcripts/_files/1989/89-601_18417_argument.json","https://api.oyez.org/cases/1989/89-601",""
"1989","495 U.S. 182","Ngiraingas v. Sanchez","Opinion Announcement - April 24, 1990","88-1281","1990-04-24","1990-04-24","https://api.oyez.org/case_media/opinion_announcement_audio/19385","/sources/oyez/transcripts/_files/1989/88-1281_19385_decision.json","https://api.oyez.org/cases/1989/88-1281",""
"1989","495 U.S. 207","Stewart v. Abend","Opinion Announcement - April 24, 1990","88-2102","1990-04-24","1990-04-24","https://api.oyez.org/case_media/opinion_announcement_audio/18660","/sources/oyez/transcripts/_files/1989/88-2102_18660_decision.json","https://api.oyez.org/cases/1989/88-2102",""
"1989","495 U.S. 149","Whitmore v. Arkansas","Opinion Announcement - April 24, 1990","88-7146","1990-04-24","1990-04-24","https://api.oyez.org/case_media/opinion_announcement_audio/18106","/sources/oyez/transcripts/_files/1989/88-7146_18106_decision.json","https://api.oyez.org/cases/1989/88-7146",""
"1989","496 U.S. 617","Sullivan v. Finkelstein","Oral Argument - April 24, 1990","89-504","1990-04-24","1990-06-18","https://api.oyez.org/case_media/oral_argument_audio/18810","/sources/oyez/transcripts/_files/1989/89-504_18810_argument.json","https://api.oyez.org/cases/1989/89-504",""
"1989","497 U.S. 1","Milkovich v. Lorain Journal Company","Oral Argument - April 24, 1990","89-645","1990-04-24","1990-06-21","https://api.oyez.org/case_media/oral_argument_audio/19230","/sources/oyez/transcripts/_files/1989/89-645_19230_argument.json","https://api.oyez.org/cases/1989/89-645",""
"1989","496 U.S. 72","English v. General Electric Company","Oral Argument - April 25, 1990","89-152","1990-04-25","1990-06-04","https://api.oyez.org/case_media/oral_argument_audio/18448","/sources/oyez/transcripts/_files/1989/89-152_18448_argument.json","https://api.oyez.org/cases/1989/89-152",""
"1989","497 U.S. 227","Sawyer v. Smith","Oral Argument - April 25, 1990","89-5809","1990-04-25","1990-06-21","https://api.oyez.org/case_media/oral_argument_audio/18569","/sources/oyez/transcripts/_files/1989/89-5809_18569_argument.json","https://api.oyez.org/cases/1989/89-5809",""
"1989","495 U.S. 328","Atlantic Richfield Company v. USA Petroleum Company","Opinion Announcement - May 14, 1990","88-1668","1990-05-14","1990-05-14","https://api.oyez.org/case_media/opinion_announcement_audio/18735","/sources/oyez/transcripts/_files/1989/88-1668_18735_decision.json","https://api.oyez.org/cases/1989/88-1668",""
"1989","496 U.S. 310","United States v. Eichman","Oral Argument - May 14, 1990","89-1433","1990-05-14","1990-06-11","https://api.oyez.org/case_media/oral_argument_audio/19356","/sources/oyez/transcripts/_files/1989/89-1433_19356_argument.json","https://api.oyez.org/cases/1989/89-1433",""
"1989","495 U.S. 362","United Steelworkers of America, AFL-CIO-CLC v. Rawson","Opinion Announcement - May 14, 1990","89-322","1990-05-14","1990-05-14","https://api.oyez.org/case_media/opinion_announcement_audio/19305","/sources/oyez/transcripts/_files/1989/89-322_19305_decision.json","https://api.oyez.org/cases/1989/89-322",""
"1990","498 U.S. 358","Trinova Corporation v. Michigan Department of Treasury","Oral Argument - October 01, 1990","89-1106","1990-10-01","1991-02-19","https://api.oyez.org/case_media/oral_argument_audio/21120","/sources/oyez/transcripts/_files/1990/89-1106_21120_argument.json","https://api.oyez.org/cases/1990/89-1106",""
"1990","498 U.S. 73","Arcadia, Ohio v. Ohio Power Company","Oral Argument - October 01, 1990","89-1283","1990-10-01","1990-11-27","https://api.oyez.org/case_media/oral_argument_audio/20077","/sources/oyez/transcripts/_files/1990/89-1283_20077_argument.json","https://api.oyez.org/cases/1990/89-1283",""
"1990","498 U.S. 89","Irwin v. Department of Veterans Affairs","Oral Argument - October 01, 1990","89-5867","1990-10-01","1990-12-03","https://api.oyez.org/case_media/oral_argument_audio/21216","/sources/oyez/transcripts/_files/1990/89-5867_21216_argument.json","https://api.oyez.org/cases/1990/89-5867",""
"1990","498 U.S. 103","Moskal v. United States","Oral Argument - October 01, 1990","89-964","1990-10-01","1990-12-03","https://api.oyez.org/case_media/oral_argument_audio/20537","/sources/oyez/transcripts/_files/1990/89-964_20537_argument.json","https://api.oyez.org/cases/1990/89-964",""
"1990","498 U.S. 52","FMC Corporation v. Holliday","Oral Argument - October 02, 1990","89-1048","1990-10-02","1990-11-27","https://api.oyez.org/case_media/oral_argument_audio/21066","/sources/oyez/transcripts/_files/1990/89-1048_21066_argument.json","https://api.oyez.org/cases/1990/89-1048",""
"1990","498 U.S. 237","Board of Education of Oklahoma City Public Schools v. Dowell","Oral Argument - October 02, 1990","89-1080","1990-10-02","1991-01-15","https://api.oyez.org/case_media/oral_argument_audio/19873","/sources/oyez/transcripts/_files/1990/89-1080_19873_argument.json","https://api.oyez.org/cases/1990/89-1080",""
"1990","498 U.S. 335","United States v. France","Oral Argument - October 02, 1990","89-1363","1990-10-02","1991-01-22","https://api.oyez.org/case_media/oral_argument_audio/20681","/sources/oyez/transcripts/_files/1990/89-1363_20681_argument.json","https://api.oyez.org/cases/1990/89-1363",""
"1990","498 U.S. 38","Perry v. Louisiana","Oral Argument - October 02, 1990","89-5120","1990-10-02","1990-11-13","https://api.oyez.org/case_media/oral_argument_audio/19888","/sources/oyez/transcripts/_files/1990/89-5120_19888_argument.json","https://api.oyez.org/cases/1990/89-5120",""
"1990","498 U.S. 19","Miles v. Apex Marine Corporation","Oral Argument - October 03, 1990","89-1158","1990-10-03","1990-11-06","https://api.oyez.org/case_media/oral_argument_audio/19781","/sources/oyez/transcripts/_files/1990/89-1158_19781_argument.json","https://api.oyez.org/cases/1990/89-1158",""
"1990","499 U.S. 1","Pacific Mutual Life Insurance Company v. Haslip","Oral Argument - October 03, 1990","89-1279","1990-10-03","1991-03-04","https://api.oyez.org/case_media/oral_argument_audio/21172","/sources/oyez/transcripts/_files/1990/89-1279_21172_argument.json","https://api.oyez.org/cases/1990/89-1279",""
"1990","498 U.S. 146","Minnick v. Mississippi","Oral Argument - October 03, 1990","89-6332","1990-10-03","1990-12-03","https://api.oyez.org/case_media/oral_argument_audio/20868","/sources/oyez/transcripts/_files/1990/89-6332_20868_argument.json","https://api.oyez.org/cases/1990/89-6332",""
"1990","498 U.S. 192","Cheek v. United States","Oral Argument - October 03, 1990","89-658","1990-10-03","1991-01-08","https://api.oyez.org/case_media/oral_argument_audio/20973","/sources/oyez/transcripts/_files/1990/89-658_20973_argument.json","https://api.oyez.org/cases/1990/89-658",""
"1990","498 U.S. 133","Ingersoll-Rand Company v. McClendon","Oral Argument - October 09, 1990","89-1298","1990-10-09","1990-12-03","https://api.oyez.org/case_media/oral_argument_audio/20418","/sources/oyez/transcripts/_files/1990/89-1298_20418_argument.json","https://api.oyez.org/cases/1990/89-1298",""
"1990","501 U.S. 1083","Virginia Bankshares, Inc.  v. Sandberg","Oral Argument - October 09, 1990","89-1448","1990-10-09","1991-06-27","https://api.oyez.org/case_media/oral_argument_audio/21245","/sources/oyez/transcripts/_files/1990/89-1448_21245_argument.json","https://api.oyez.org/cases/1990/89-1448",""
"1990","499 U.S. 400","Powers v. Ohio","Oral Argument - October 09, 1990","89-5011","1990-10-09","1991-04-01","https://api.oyez.org/case_media/oral_argument_audio/21159","/sources/oyez/transcripts/_files/1990/89-5011_21159_argument.json","https://api.oyez.org/cases/1990/89-5011",""
"1990","499 U.S. 83","West Virginia University Hospitals, Inc. v. Casey","Oral Argument - October 09, 1990","89-994","1990-10-09","1991-03-19","https://api.oyez.org/case_media/oral_argument_audio/20972","/sources/oyez/transcripts/_files/1990/89-994_20972_argument.json","https://api.oyez.org/cases/1990/89-994",""
"1990","498 U.S. 269","FirsTier Mortgage Company v. Investors Mortgage Insurance Company","Oral Argument - October 10, 1990","89-1063","1990-10-10","1991-01-15","https://api.oyez.org/case_media/oral_argument_audio/20708","/sources/oyez/transcripts/_files/1990/89-1063_20708_argument.json","https://api.oyez.org/cases/1990/89-1063",""
"1990","498 U.S. 168","Groves v. Ring Screw Works, Ferndale Fastener Division","Oral Argument - October 10, 1990","89-1166","1990-10-10","1990-12-10","https://api.oyez.org/case_media/oral_argument_audio/20827","/sources/oyez/transcripts/_files/1990/89-1166_20827_argument.json","https://api.oyez.org/cases/1990/89-1166",""
"1990","499 U.S. 187","International Union, United Automobile, Aerospace & Agricultural Implement Workers of America, UAW","Oral Argument - October 10, 1990","89-1215","1990-10-10","1991-03-20","https://api.oyez.org/case_media/oral_argument_audio/20930","/sources/oyez/transcripts/_files/1990/89-1215_20930_argument.json","https://api.oyez.org/cases/1990/89-1215",""
"1990","499 U.S. 279","Arizona v. Fulminante","Oral Argument - October 10, 1990","89-839","1990-10-10","1991-03-26","https://api.oyez.org/case_media/oral_argument_audio/20182","/sources/oyez/transcripts/_files/1990/89-839_20182_argument.json","https://api.oyez.org/cases/1990/89-839",""
"1990","498 U.S. 279","Grogan v. Garner","Oral Argument - October 29, 1990","89-1149","1990-10-29","1991-01-15","https://api.oyez.org/case_media/oral_argument_audio/20176","/sources/oyez/transcripts/_files/1990/89-1149_20176_argument.json","https://api.oyez.org/cases/1990/89-1149",""
"1990","498 U.S. 479","McNary v. Haitian Refugee Center, Inc.","Oral Argument - October 29, 1990","89-1332","1990-10-29","1991-02-20","https://api.oyez.org/case_media/oral_argument_audio/20447","/sources/oyez/transcripts/_files/1990/89-1332_20447_argument.json","https://api.oyez.org/cases/1990/89-1332",""
"1990","498 U.S. 292","United States v. R. Enterprises, Inc.","Oral Argument - October 29, 1990","89-1436","1990-10-29","1991-01-22","https://api.oyez.org/case_media/oral_argument_audio/20865","/sources/oyez/transcripts/_files/1990/89-1436_20865_argument.json","https://api.oyez.org/cases/1990/89-1436",""
"1990","499 U.S. 530","Eastern Airlines, Inc. v. Floyd","Oral Argument - October 29, 1990","89-1598","1990-10-29","1991-04-17","https://api.oyez.org/case_media/oral_argument_audio/20241","/sources/oyez/transcripts/_files/1990/89-1598_20241_argument.json","https://api.oyez.org/cases/1990/89-1598",""
"1990","500 U.S. 173","Rust v. Sullivan","Oral Argument - October 30, 1990","89-1391","1990-10-30","1991-05-23","https://api.oyez.org/case_media/oral_argument_audio/20314","/sources/oyez/transcripts/_files/1990/89-1391_20314_argument.json","https://api.oyez.org/cases/1990/89-1391",""
"1990","501 U.S. 529","James M. Beam Distilling Company v. Georgia","Oral Argument - October 30, 1990","89-680","1990-10-30","1991-06-20","https://api.oyez.org/case_media/oral_argument_audio/20821","/sources/oyez/transcripts/_files/1990/89-680_20821_argument.json","https://api.oyez.org/cases/1990/89-680",""
"1990","498 U.S. 395","Gozlon-Peretz v. United States","Oral Argument - October 30, 1990","89-7370","1990-10-30","1991-02-19","https://api.oyez.org/case_media/oral_argument_audio/21002","/sources/oyez/transcripts/_files/1990/89-7370_21002_argument.json","https://api.oyez.org/cases/1990/89-7370",""
"1990","498 U.S. 439","Dennis v. Higgins","Oral Argument - October 31, 1990","89-1555","1990-10-31","1991-02-20","https://api.oyez.org/case_media/oral_argument_audio/20900","/sources/oyez/transcripts/_files/1990/89-1555_20900_argument.json","https://api.oyez.org/cases/1990/89-1555",""
"1990","499 U.S. 467","McCleskey v. Zant","Oral Argument - October 31, 1990","89-7024","1990-10-31","1991-04-16","https://api.oyez.org/case_media/oral_argument_audio/20096","/sources/oyez/transcripts/_files/1990/89-7024_20096_argument.json","https://api.oyez.org/cases/1990/89-7024",""
"1990","500 U.S. 305","Owen v. Owen","Oral Argument - November 05, 1990","89-1008","1990-11-05","1991-05-23","https://api.oyez.org/case_media/oral_argument_audio/19920","/sources/oyez/transcripts/_files/1990/89-1008_19920_argument.json","https://api.oyez.org/cases/1990/89-1008",""
"1990","500 U.S. 507","Lehnert v. Ferris Faculty Association","Oral Argument - November 05, 1990","89-1217","1990-11-05","1991-05-30","https://api.oyez.org/case_media/oral_argument_audio/20668","/sources/oyez/transcripts/_files/1990/89-1217_20668_argument.json","https://api.oyez.org/cases/1990/89-1217",""
"1990","498 U.S. 211","Mobil Oil Exploration & Producing Southeast, Inc. v. United Distribution Companies","Oral Argument - November 05, 1990","89-1452","1990-11-05","1991-01-08","https://api.oyez.org/case_media/oral_argument_audio/20871","/sources/oyez/transcripts/_files/1990/89-1452_20871_argument.json","https://api.oyez.org/cases/1990/89-1452",""
"1990","501 U.S. 957","Harmelin v. Michigan","Oral Argument - November 05, 1990","89-7272","1990-11-05","1991-06-27","https://api.oyez.org/case_media/oral_argument_audio/20398","/sources/oyez/transcripts/_files/1990/89-7272_20398_argument.json","https://api.oyez.org/cases/1990/89-7272",""
"1990","498 U.S. 411","Ford v. Georgia","Oral Argument - November 06, 1990","87-6796","1990-11-06","1991-02-19","https://api.oyez.org/case_media/oral_argument_audio/20552","/sources/oyez/transcripts/_files/1990/87-6796_20552_argument.json","https://api.oyez.org/cases/1990/87-6796",""
"1990","500 U.S. 172","Ford Motor Credit Co. v. Department of Revenue of Fla.","Oral Argument - November 06, 1990","88-1847","1990-11-06","1991-05-20","https://api.oyez.org/case_media/oral_argument_audio/20483","/sources/oyez/transcripts/_files/1990/88-1847_20483_argument.json","https://api.oyez.org/cases/1990/88-1847",""
"1990","498 U.S. 19","Miles v. Apex Marine Corporation","Opinion Announcement - November 06, 1990","89-1158","1990-11-06","1990-11-06","https://api.oyez.org/case_media/opinion_announcement_audio/19943","/sources/oyez/transcripts/_files/1990/89-1158_19943_decision.json","https://api.oyez.org/cases/1990/89-1158",""
"1990","498 U.S. 184","Demarest v. Manspeaker","Oral Argument - November 06, 1990","89-5916","1990-11-06","1991-01-08","https://api.oyez.org/case_media/oral_argument_audio/21152","/sources/oyez/transcripts/_files/1990/89-5916_21152_argument.json","https://api.oyez.org/cases/1990/89-5916",""
"1990","499 U.S. 160","United States v. Smith","Oral Argument - November 07, 1990","89-1646","1990-11-07","1991-03-20","https://api.oyez.org/case_media/oral_argument_audio/21069","/sources/oyez/transcripts/_files/1990/89-1646_21069_argument.json","https://api.oyez.org/cases/1990/89-1646",""
"1990","498 U.S. 308","Parker v. Dugger","Oral Argument - November 07, 1990","89-5961","1990-11-07","1991-01-22","https://api.oyez.org/case_media/oral_argument_audio/20064","/sources/oyez/transcripts/_files/1990/89-5961_20064_argument.json","https://api.oyez.org/cases/1990/89-5961",""
"1990","498 U.S. 533","Business Guides, Inc. v. Chromatic Communications Enterprises, Inc.","Oral Argument - November 26, 1990","89-1500","1990-11-26","1991-02-26","https://api.oyez.org/case_media/oral_argument_audio/21222","/sources/oyez/transcripts/_files/1990/89-1500_21222_argument.json","https://api.oyez.org/cases/1990/89-1500",""
"1990","500 U.S. 322","Summit Health, Ltd. v. Pinhas","Oral Argument - November 26, 1990","89-1679","1990-11-26","1991-05-28","https://api.oyez.org/case_media/oral_argument_audio/19828","/sources/oyez/transcripts/_files/1990/89-1679_19828_argument.json","https://api.oyez.org/cases/1990/89-1679",""
"1990","499 U.S. 315","United States v. Gaubert","Oral Argument - November 26, 1990","89-1793","1990-11-26","1991-03-26","https://api.oyez.org/case_media/oral_argument_audio/20342","/sources/oyez/transcripts/_files/1990/89-1793_20342_argument.json","https://api.oyez.org/cases/1990/89-1793",""
"1990","498 U.S. 52","FMC Corporation v. Holliday","Opinion Announcement - November 27, 1990","89-1048","1990-11-27","1990-11-27","https://api.oyez.org/case_media/opinion_announcement_audio/20102","/sources/oyez/transcripts/_files/1990/89-1048_20102_decision.json","https://api.oyez.org/cases/1990/89-1048",""
"1990","498 U.S. 73","Arcadia, Ohio v. Ohio Power Company","Opinion Announcement - November 27, 1990","89-1283","1990-11-27","1990-11-27","https://api.oyez.org/case_media/opinion_announcement_audio/20725","/sources/oyez/transcripts/_files/1990/89-1283_20725_decision.json","https://api.oyez.org/cases/1990/89-1283",""
"1990","498 U.S. 466","International Organization of Masters, Mates & Pilots v. Brown","Oral Argument - November 27, 1990","89-1330","1990-11-27","1991-02-20","https://api.oyez.org/case_media/oral_argument_audio/20665","/sources/oyez/transcripts/_files/1990/89-1330_20665_argument.json","https://api.oyez.org/cases/1990/89-1330",""
"1990","499 U.S. 144","Martin v. Occupational Safety and Health Review Commission","Oral Argument - November 27, 1990","89-1541","1990-11-27","1991-03-20","https://api.oyez.org/case_media/oral_argument_audio/20468","/sources/oyez/transcripts/_files/1990/89-1541_20468_argument.json","https://api.oyez.org/cases/1990/89-1541",""
"1990","499 U.S. 225","Salve Regina College v. Russell","Oral Argument - November 27, 1990","89-1629","1990-11-27","1991-03-20","https://api.oyez.org/case_media/oral_argument_audio/19970","/sources/oyez/transcripts/_files/1990/89-1629_19970_argument.json","https://api.oyez.org/cases/1990/89-1629",""
"1990","498 U.S. 517","Air Courier Conference of America v. American Postal Workers Union, AFL-CIO","Oral Argument - November 28, 1990","89-1416","1990-11-28","1991-02-26","https://api.oyez.org/case_media/oral_argument_audio/20582","/sources/oyez/transcripts/_files/1990/89-1416_20582_argument.json","https://api.oyez.org/cases/1990/89-1416",""
"1990","499 U.S. 365","City of Columbia v. Omni Outdoor Advertising, Inc.","Oral Argument - November 28, 1990","89-1671","1990-11-28","1991-04-01","https://api.oyez.org/case_media/oral_argument_audio/20279","/sources/oyez/transcripts/_files/1990/89-1671_20279_argument.json","https://api.oyez.org/cases/1990/89-1671",""
"1990","500 U.S. 478","Burns v. Reed","Oral Argument - November 28, 1990","89-1715","1990-11-28","1991-05-30","https://api.oyez.org/case_media/oral_argument_audio/20645","/sources/oyez/transcripts/_files/1990/89-1715_20645_argument.json","https://api.oyez.org/cases/1990/89-1715",""
"1990","499 U.S. 117","Norfolk & Western Railway Company v. American Train Dispatchers Association","Oral Argument - December 03, 1990","89-1027","1990-12-03","1991-03-19","https://api.oyez.org/case_media/oral_argument_audio/20313","/sources/oyez/transcripts/_files/1990/89-1027_20313_argument.json","https://api.oyez.org/cases/1990/89-1027",""
"1990","498 U.S. 133","Ingersoll-Rand Company v. McClendon","Opinion Announcement - December 03, 1990","89-1298","1990-12-03","1990-12-03","https://api.oyez.org/case_media/opinion_announcement_audio/20462","/sources/oyez/transcripts/_files/1990/89-1298_20462_decision.json","https://api.oyez.org/cases/1990/89-1298",""
"1990","498 U.S. 337","McDermott International, Inc. v. Wilander","Oral Argument - December 03, 1990","89-1474","1990-12-03","1991-02-19","https://api.oyez.org/case_media/oral_argument_audio/20640","/sources/oyez/transcripts/_files/1990/89-1474_20640_argument.json","https://api.oyez.org/cases/1990/89-1474",""
"1990","498 U.S. 89","Irwin v. Department of Veterans Affairs","Opinion Announcement - December 03, 1990","89-5867","1990-12-03","1990-12-03","https://api.oyez.org/case_media/opinion_announcement_audio/21264","/sources/oyez/transcripts/_files/1990/89-5867_21264_decision.json","https://api.oyez.org/cases/1990/89-5867",""
"1990","498 U.S. 146","Minnick v. Mississippi","Opinion Announcement - December 03, 1990","89-6332","1990-12-03","1990-12-03","https://api.oyez.org/case_media/opinion_announcement_audio/21019","/sources/oyez/transcripts/_files/1990/89-6332_21019_decision.json","https://api.oyez.org/cases/1990/89-6332",""
"1990","501 U.S. 129","Burns v. United States","Oral Argument - December 03, 1990","89-7260","1990-12-03","1991-06-13","https://api.oyez.org/case_media/oral_argument_audio/19957","/sources/oyez/transcripts/_files/1990/89-7260_19957_argument.json","https://api.oyez.org/cases/1990/89-7260",""
"1990","498 U.S. 103","Moskal v. United States","Opinion Announcement - December 03, 1990","89-964","1990-12-03","1990-12-03","https://api.oyez.org/case_media/opinion_announcement_audio/21010","/sources/oyez/transcripts/_files/1990/89-964_21010_decision.json","https://api.oyez.org/cases/1990/89-964",""
"1990","498 U.S. 168","Groves v. Ring Screw Works, Ferndale Fastener Division","Opinion Announcement - December 10, 1990","89-1166","1990-12-10","1990-12-10","https://api.oyez.org/case_media/opinion_announcement_audio/20590","/sources/oyez/transcripts/_files/1990/89-1166_20590_decision.json","https://api.oyez.org/cases/1990/89-1166",""
"1990","498 U.S. 505","Oklahoma Tax Commission v. Citizen Band, Potawatomi Indian Tribe of Oklahoma","Oral Argument - January 07, 1991","89-1322","1991-01-07","1991-02-26","https://api.oyez.org/case_media/oral_argument_audio/19799","/sources/oyez/transcripts/_files/1990/89-1322_19799_argument.json","https://api.oyez.org/cases/1990/89-1322",""
"1990","500 U.S. 44","Riverside County v. McLaughlin","Oral Argument - January 07, 1991","89-1817","1991-01-07","1991-05-13","https://api.oyez.org/case_media/oral_argument_audio/20609","/sources/oyez/transcripts/_files/1990/89-1817_20609_argument.json","https://api.oyez.org/cases/1990/89-1817",""
"1990","501 U.S. 294","Wilson v. Seiter","Oral Argument - January 07, 1991","89-7376","1991-01-07","1991-06-17","https://api.oyez.org/case_media/oral_argument_audio/20211","/sources/oyez/transcripts/_files/1990/89-7376_20211_argument.json","https://api.oyez.org/cases/1990/89-7376",""
"1990","501 U.S. 1","Connecticut v. Doehr","Oral Argument - January 07, 1991","90-143","1991-01-07","1991-06-06","https://api.oyez.org/case_media/oral_argument_audio/21212","/sources/oyez/transcripts/_files/1990/90-143_21212_argument.json","https://api.oyez.org/cases/1990/90-143",""
